district,year,scenario,drought_probability,proj_rainfall_mm,proj_temp_c,proj_spi3,vulnerability,cdsi_mean,data_source,latitude,longitude
Adilabad,2026,SSP2-4.5,0.724,1301.4,27.04,0.455,0.82,0.616,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2027,SSP2-4.5,0.725,1311.4,27.06,0.47,0.82,0.616,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2028,SSP2-4.5,0.725,1321.4,27.07,0.486,0.82,0.617,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2029,SSP2-4.5,0.726,1331.4,27.09,0.501,0.82,0.617,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2030,SSP2-4.5,0.727,1341.4,27.11,0.516,0.82,0.618,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2031,SSP2-4.5,0.728,1351.4,27.12,0.531,0.82,0.618,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2032,SSP2-4.5,0.728,1361.4,27.14,0.546,0.82,0.619,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2033,SSP2-4.5,0.729,1371.5,27.16,0.561,0.82,0.62,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2034,SSP2-4.5,0.73,1381.5,27.18,0.576,0.82,0.62,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2035,SSP2-4.5,0.73,1391.5,27.19,0.591,0.82,0.621,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2036,SSP2-4.5,0.731,1401.5,27.21,0.606,0.82,0.621,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2037,SSP2-4.5,0.732,1411.5,27.23,0.621,0.82,0.622,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2038,SSP2-4.5,0.732,1421.5,27.24,0.636,0.82,0.622,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2039,SSP2-4.5,0.733,1431.5,27.26,0.651,0.82,0.623,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2040,SSP2-4.5,0.734,1441.5,27.28,0.666,0.82,0.624,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2026,SSP5-8.5,0.735,1259.2,27.32,0.371,0.82,0.625,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2027,SSP5-8.5,0.737,1266.2,27.36,0.38,0.82,0.626,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2028,SSP5-8.5,0.738,1273.2,27.39,0.39,0.82,0.628,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2029,SSP5-8.5,0.74,1280.2,27.43,0.399,0.82,0.629,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2030,SSP5-8.5,0.741,1287.2,27.47,0.408,0.82,0.63,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2031,SSP5-8.5,0.743,1294.1,27.5,0.417,0.82,0.631,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2032,SSP5-8.5,0.744,1301.1,27.54,0.426,0.82,0.633,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2033,SSP5-8.5,0.746,1308.1,27.58,0.435,0.82,0.634,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2034,SSP5-8.5,0.747,1315.1,27.62,0.444,0.82,0.635,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2035,SSP5-8.5,0.749,1322.1,27.65,0.453,0.82,0.636,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2036,SSP5-8.5,0.75,1329.1,27.69,0.462,0.82,0.638,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2037,SSP5-8.5,0.752,1336.1,27.73,0.471,0.82,0.639,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2038,SSP5-8.5,0.753,1343.1,27.76,0.48,0.82,0.64,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2039,SSP5-8.5,0.755,1350.0,27.8,0.489,0.82,0.641,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Adilabad,2040,SSP5-8.5,0.756,1357.0,27.84,0.498,0.82,0.643,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.6641,78.532
Bhadradri Kothagudem,2026,SSP2-4.5,0.821,1372.6,27.92,0.445,0.9,0.698,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2027,SSP2-4.5,0.822,1381.3,27.95,0.46,0.9,0.699,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2028,SSP2-4.5,0.824,1390.0,27.98,0.476,0.9,0.7,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2029,SSP2-4.5,0.825,1398.8,28.01,0.491,0.9,0.701,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2030,SSP2-4.5,0.826,1407.5,28.05,0.506,0.9,0.702,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2031,SSP2-4.5,0.828,1416.2,28.08,0.521,0.9,0.703,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2032,SSP2-4.5,0.829,1425.0,28.11,0.536,0.9,0.705,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2033,SSP2-4.5,0.83,1433.7,28.15,0.551,0.9,0.706,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2034,SSP2-4.5,0.831,1442.4,28.18,0.566,0.9,0.707,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2035,SSP2-4.5,0.833,1451.2,28.21,0.581,0.9,0.708,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2036,SSP2-4.5,0.834,1459.9,28.25,0.596,0.9,0.709,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2037,SSP2-4.5,0.835,1468.6,28.28,0.611,0.9,0.71,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2038,SSP2-4.5,0.837,1477.4,28.31,0.626,0.9,0.711,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2039,SSP2-4.5,0.838,1486.1,28.35,0.641,0.9,0.712,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2040,SSP2-4.5,0.839,1494.8,28.38,0.656,0.9,0.713,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2026,SSP5-8.5,0.832,1326.1,28.2,0.361,0.9,0.707,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2027,SSP5-8.5,0.834,1331.6,28.25,0.37,0.9,0.709,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2028,SSP5-8.5,0.836,1337.0,28.3,0.38,0.9,0.711,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2029,SSP5-8.5,0.838,1342.4,28.35,0.389,0.9,0.713,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2030,SSP5-8.5,0.841,1347.8,28.41,0.398,0.9,0.714,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2031,SSP5-8.5,0.843,1353.2,28.46,0.407,0.9,0.716,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2032,SSP5-8.5,0.845,1358.6,28.51,0.416,0.9,0.718,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2033,SSP5-8.5,0.847,1364.0,28.57,0.425,0.9,0.72,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2034,SSP5-8.5,0.849,1369.4,28.62,0.434,0.9,0.722,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2035,SSP5-8.5,0.851,1374.9,28.67,0.443,0.9,0.724,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2036,SSP5-8.5,0.853,1380.3,28.73,0.452,0.9,0.725,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2037,SSP5-8.5,0.855,1385.7,28.78,0.461,0.9,0.727,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2038,SSP5-8.5,0.858,1391.1,28.83,0.47,0.9,0.729,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2039,SSP5-8.5,0.86,1396.5,28.89,0.479,0.9,0.731,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Bhadradri Kothagudem,2040,SSP5-8.5,0.862,1401.9,28.94,0.488,0.9,0.733,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5543,80.6198
Hyderabad,2026,SSP2-4.5,0.86,862.4,26.55,-0.047,0.94,0.731,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2027,SSP2-4.5,0.861,862.2,26.58,-0.051,0.94,0.732,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2028,SSP2-4.5,0.863,862.0,26.61,-0.055,0.94,0.733,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2029,SSP2-4.5,0.864,861.7,26.64,-0.059,0.94,0.734,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2030,SSP2-4.5,0.865,861.5,26.68,-0.063,0.94,0.735,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2031,SSP2-4.5,0.866,861.2,26.71,-0.067,0.94,0.736,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2032,SSP2-4.5,0.868,861.0,26.74,-0.071,0.94,0.738,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2033,SSP2-4.5,0.869,860.8,26.77,-0.075,0.94,0.739,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2034,SSP2-4.5,0.87,860.5,26.8,-0.079,0.94,0.74,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2035,SSP2-4.5,0.872,860.3,26.84,-0.083,0.94,0.741,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2036,SSP2-4.5,0.873,860.1,26.87,-0.087,0.94,0.742,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2037,SSP2-4.5,0.874,859.8,26.9,-0.091,0.94,0.743,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2038,SSP2-4.5,0.875,859.6,26.93,-0.095,0.94,0.744,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2039,SSP2-4.5,0.877,859.3,26.96,-0.099,0.94,0.745,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2040,SSP2-4.5,0.878,859.1,27.0,-0.103,0.94,0.746,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2026,SSP5-8.5,0.875,827.2,26.83,-0.131,0.94,0.744,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2027,SSP5-8.5,0.878,824.5,26.88,-0.141,0.94,0.747,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2028,SSP5-8.5,0.881,821.7,26.93,-0.151,0.94,0.749,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2029,SSP5-8.5,0.884,819.0,26.98,-0.161,0.94,0.752,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2030,SSP5-8.5,0.887,816.2,27.04,-0.171,0.94,0.754,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2031,SSP5-8.5,0.891,813.5,27.09,-0.181,0.94,0.757,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2032,SSP5-8.5,0.894,810.7,27.14,-0.191,0.94,0.76,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2033,SSP5-8.5,0.897,807.9,27.19,-0.201,0.94,0.762,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2034,SSP5-8.5,0.9,805.2,27.24,-0.211,0.94,0.765,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2035,SSP5-8.5,0.903,802.4,27.3,-0.221,0.94,0.767,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2036,SSP5-8.5,0.906,799.7,27.35,-0.231,0.94,0.77,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2037,SSP5-8.5,0.909,796.9,27.4,-0.241,0.94,0.773,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2038,SSP5-8.5,0.912,794.2,27.45,-0.251,0.94,0.775,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2039,SSP5-8.5,0.915,791.4,27.5,-0.261,0.94,0.778,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Hyderabad,2040,SSP5-8.5,0.918,788.7,27.56,-0.271,0.94,0.78,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.385,78.4867
Jagtial,2026,SSP2-4.5,0.768,1220.1,27.26,0.37,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2027,SSP2-4.5,0.769,1229.3,27.28,0.382,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2028,SSP2-4.5,0.77,1238.6,27.3,0.393,0.86,0.654,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2029,SSP2-4.5,0.77,1247.8,27.32,0.405,0.86,0.655,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2030,SSP2-4.5,0.771,1257.1,27.34,0.417,0.86,0.656,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2031,SSP2-4.5,0.772,1266.3,27.36,0.428,0.86,0.656,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2032,SSP2-4.5,0.773,1275.5,27.38,0.44,0.86,0.657,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2033,SSP2-4.5,0.774,1284.8,27.4,0.452,0.86,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2034,SSP2-4.5,0.775,1294.0,27.42,0.463,0.86,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2035,SSP2-4.5,0.775,1303.3,27.44,0.475,0.86,0.659,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2036,SSP2-4.5,0.776,1312.5,27.46,0.487,0.86,0.66,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2037,SSP2-4.5,0.777,1321.7,27.48,0.499,0.86,0.66,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2038,SSP2-4.5,0.778,1331.0,27.5,0.51,0.86,0.661,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2039,SSP2-4.5,0.779,1340.2,27.52,0.522,0.86,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2040,SSP2-4.5,0.779,1349.4,27.54,0.534,0.86,0.663,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2026,SSP5-8.5,0.779,1180.4,27.54,0.286,0.86,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2027,SSP5-8.5,0.781,1186.8,27.58,0.292,0.86,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2028,SSP5-8.5,0.782,1193.2,27.62,0.297,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2029,SSP5-8.5,0.784,1199.6,27.66,0.303,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2030,SSP5-8.5,0.786,1206.0,27.7,0.309,0.86,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2031,SSP5-8.5,0.787,1212.4,27.74,0.314,0.86,0.669,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2032,SSP5-8.5,0.789,1218.8,27.78,0.32,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2033,SSP5-8.5,0.791,1225.2,27.82,0.326,0.86,0.672,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2034,SSP5-8.5,0.792,1231.6,27.86,0.331,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2035,SSP5-8.5,0.794,1238.0,27.9,0.337,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2036,SSP5-8.5,0.795,1244.4,27.94,0.343,0.86,0.676,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2037,SSP5-8.5,0.797,1250.8,27.98,0.349,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2038,SSP5-8.5,0.799,1257.2,28.02,0.354,0.86,0.679,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2039,SSP5-8.5,0.8,1263.6,28.06,0.36,0.86,0.68,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jagtial,2040,SSP5-8.5,0.802,1270.0,28.1,0.366,0.86,0.682,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.7945,78.9182
Jangoan,2026,SSP2-4.5,0.817,974.6,27.68,0.112,0.9,0.694,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2027,SSP2-4.5,0.818,978.5,27.71,0.115,0.9,0.695,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2028,SSP2-4.5,0.819,982.3,27.74,0.117,0.9,0.696,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2029,SSP2-4.5,0.82,986.2,27.77,0.119,0.9,0.697,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2030,SSP2-4.5,0.822,990.0,27.8,0.121,0.9,0.698,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2031,SSP2-4.5,0.823,993.9,27.83,0.123,0.9,0.699,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2032,SSP2-4.5,0.824,997.7,27.86,0.125,0.9,0.7,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2033,SSP2-4.5,0.825,1001.6,27.89,0.127,0.9,0.701,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2034,SSP2-4.5,0.826,1005.4,27.92,0.129,0.9,0.702,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2035,SSP2-4.5,0.827,1009.3,27.95,0.131,0.9,0.703,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2036,SSP2-4.5,0.829,1013.1,27.98,0.133,0.9,0.704,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2037,SSP2-4.5,0.83,1017.0,28.01,0.135,0.9,0.705,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2038,SSP2-4.5,0.831,1020.8,28.04,0.137,0.9,0.706,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2039,SSP2-4.5,0.832,1024.7,28.06,0.14,0.9,0.707,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2040,SSP2-4.5,0.833,1028.5,28.09,0.142,0.9,0.708,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2026,SSP5-8.5,0.828,939.2,27.96,0.028,0.9,0.704,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2027,SSP5-8.5,0.83,940.5,28.01,0.025,0.9,0.706,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2028,SSP5-8.5,0.832,941.8,28.06,0.021,0.9,0.707,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2029,SSP5-8.5,0.834,943.1,28.11,0.017,0.9,0.709,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2030,SSP5-8.5,0.836,944.4,28.16,0.013,0.9,0.711,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2031,SSP5-8.5,0.838,945.8,28.21,0.009,0.9,0.712,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2032,SSP5-8.5,0.84,947.1,28.26,0.005,0.9,0.714,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2033,SSP5-8.5,0.842,948.4,28.31,0.001,0.9,0.716,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2034,SSP5-8.5,0.844,949.7,28.36,-0.003,0.9,0.717,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2035,SSP5-8.5,0.846,951.0,28.41,-0.007,0.9,0.719,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2036,SSP5-8.5,0.848,952.3,28.46,-0.011,0.9,0.721,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2037,SSP5-8.5,0.85,953.7,28.51,-0.015,0.9,0.722,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2038,SSP5-8.5,0.852,955.0,28.56,-0.019,0.9,0.724,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2039,SSP5-8.5,0.854,956.3,28.6,-0.022,0.9,0.726,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jangoan,2040,SSP5-8.5,0.856,957.6,28.65,-0.026,0.9,0.727,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.5,79.5
Jayashankar Bhupalpally,2026,SSP2-4.5,0.767,1653.1,27.86,0.728,0.86,0.652,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2027,SSP2-4.5,0.768,1671.7,27.88,0.754,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2028,SSP2-4.5,0.769,1690.3,27.9,0.78,0.86,0.654,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2029,SSP2-4.5,0.77,1708.9,27.92,0.806,0.86,0.654,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2030,SSP2-4.5,0.771,1727.5,27.94,0.832,0.86,0.655,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2031,SSP2-4.5,0.771,1746.1,27.96,0.858,0.86,0.656,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2032,SSP2-4.5,0.772,1764.7,27.98,0.884,0.86,0.656,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2033,SSP2-4.5,0.773,1783.2,28.0,0.91,0.86,0.657,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2034,SSP2-4.5,0.774,1801.8,28.02,0.936,0.86,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2035,SSP2-4.5,0.775,1820.4,28.04,0.962,0.86,0.658,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2036,SSP2-4.5,0.775,1839.0,28.06,0.988,0.86,0.659,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2037,SSP2-4.5,0.776,1857.6,28.08,1.014,0.86,0.66,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2038,SSP2-4.5,0.777,1876.2,28.1,1.04,0.86,0.66,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2039,SSP2-4.5,0.778,1894.8,28.12,1.067,0.86,0.661,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2040,SSP2-4.5,0.779,1913.3,28.14,1.093,0.86,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2026,SSP5-8.5,0.779,1605.7,28.14,0.644,0.86,0.662,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2027,SSP5-8.5,0.78,1620.9,28.18,0.664,0.86,0.663,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
Jayashankar Bhupalpally,2028,SSP5-8.5,0.782,1636.1,28.22,0.684,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.4352,79.9537
