district,year,scenario,drought_probability,proj_rainfall_mm,proj_temp_c,proj_spi3,vulnerability,cdsi_mean,data_source,latitude,longitude
Mulugu,2036,SSP5-8.5,0.8,1472.2,28.37,0.496,0.86,0.68,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2037,SSP5-8.5,0.801,1482.6,28.41,0.506,0.86,0.681,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2038,SSP5-8.5,0.803,1493.1,28.46,0.517,0.86,0.683,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2039,SSP5-8.5,0.805,1503.5,28.5,0.527,0.86,0.684,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Mulugu,2040,SSP5-8.5,0.806,1514.0,28.54,0.537,0.86,0.686,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.1901,80.0584
Nagarkurnool,2026,SSP2-4.5,0.854,620.1,27.71,-0.416,0.86,0.726,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2027,SSP2-4.5,0.858,614.1,27.76,-0.435,0.86,0.729,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2028,SSP2-4.5,0.863,608.2,27.82,-0.453,0.86,0.733,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2029,SSP2-4.5,0.867,602.2,27.87,-0.471,0.86,0.737,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2030,SSP2-4.5,0.872,596.3,27.93,-0.49,0.86,0.741,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2031,SSP2-4.5,0.876,590.3,27.98,-0.508,0.86,0.745,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2032,SSP2-4.5,0.881,584.4,28.03,-0.526,0.86,0.749,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2033,SSP2-4.5,0.885,578.4,28.09,-0.545,0.86,0.753,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2034,SSP2-4.5,0.89,572.4,28.14,-0.563,0.86,0.756,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2035,SSP2-4.5,0.894,566.5,28.19,-0.582,0.86,0.76,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2036,SSP2-4.5,0.899,560.5,28.25,-0.6,0.86,0.764,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2037,SSP2-4.5,0.903,554.6,28.3,-0.618,0.86,0.768,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2038,SSP2-4.5,0.908,548.6,28.35,-0.637,0.86,0.772,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2039,SSP2-4.5,0.913,542.6,28.41,-0.655,0.86,0.776,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2040,SSP2-4.5,0.917,536.7,28.46,-0.673,0.86,0.78,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2026,SSP5-8.5,0.877,588.7,27.99,-0.5,0.86,0.746,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2027,SSP5-8.5,0.884,580.5,28.06,-0.525,0.86,0.751,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2028,SSP5-8.5,0.89,572.3,28.14,-0.549,0.86,0.756,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2029,SSP5-8.5,0.896,564.1,28.21,-0.573,0.86,0.762,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2030,SSP5-8.5,0.902,555.9,28.29,-0.598,0.86,0.767,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2031,SSP5-8.5,0.909,547.7,28.36,-0.622,0.86,0.772,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2032,SSP5-8.5,0.915,539.5,28.43,-0.646,0.86,0.778,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2033,SSP5-8.5,0.921,531.3,28.51,-0.671,0.86,0.783,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2034,SSP5-8.5,0.927,523.1,28.58,-0.695,0.86,0.788,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2035,SSP5-8.5,0.934,514.9,28.65,-0.72,0.86,0.793,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2036,SSP5-8.5,0.94,506.7,28.73,-0.744,0.86,0.799,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2037,SSP5-8.5,0.946,498.5,28.8,-0.768,0.86,0.804,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2038,SSP5-8.5,0.95,490.2,28.87,-0.793,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2039,SSP5-8.5,0.95,482.0,28.95,-0.817,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nagarkurnool,2040,SSP5-8.5,0.95,473.8,29.02,-0.841,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.4806,78.3131
Nalgonda,2026,SSP2-4.5,0.826,808.0,28.41,-0.066,0.9,0.702,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2027,SSP2-4.5,0.828,807.5,28.45,-0.071,0.9,0.704,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2028,SSP2-4.5,0.829,807.0,28.49,-0.075,0.9,0.705,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2029,SSP2-4.5,0.831,806.5,28.53,-0.08,0.9,0.706,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2030,SSP2-4.5,0.832,806.1,28.57,-0.085,0.9,0.708,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2031,SSP2-4.5,0.834,805.6,28.6,-0.09,0.9,0.709,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2032,SSP2-4.5,0.836,805.1,28.64,-0.095,0.9,0.71,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2033,SSP2-4.5,0.837,804.6,28.68,-0.1,0.9,0.712,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2034,SSP2-4.5,0.839,804.1,28.72,-0.104,0.9,0.713,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2035,SSP2-4.5,0.84,803.7,28.76,-0.109,0.9,0.714,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2036,SSP2-4.5,0.842,803.2,28.8,-0.114,0.9,0.715,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2037,SSP2-4.5,0.843,802.7,28.83,-0.119,0.9,0.717,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2038,SSP2-4.5,0.845,802.2,28.87,-0.124,0.9,0.718,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2039,SSP2-4.5,0.846,801.7,28.91,-0.129,0.9,0.719,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2040,SSP2-4.5,0.848,801.3,28.95,-0.133,0.9,0.721,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2026,SSP5-8.5,0.844,774.7,28.69,-0.15,0.9,0.717,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2027,SSP5-8.5,0.848,771.9,28.75,-0.161,0.9,0.72,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2028,SSP5-8.5,0.851,769.0,28.81,-0.171,0.9,0.723,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2029,SSP5-8.5,0.854,766.2,28.87,-0.182,0.9,0.726,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2030,SSP5-8.5,0.858,763.3,28.93,-0.193,0.9,0.729,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2031,SSP5-8.5,0.861,760.4,28.98,-0.204,0.9,0.732,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2032,SSP5-8.5,0.865,757.6,29.04,-0.215,0.9,0.735,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2033,SSP5-8.5,0.868,754.7,29.1,-0.226,0.9,0.738,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2034,SSP5-8.5,0.871,751.9,29.16,-0.236,0.9,0.741,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2035,SSP5-8.5,0.875,749.0,29.22,-0.247,0.9,0.744,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2036,SSP5-8.5,0.878,746.2,29.28,-0.258,0.9,0.746,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2037,SSP5-8.5,0.882,743.3,29.33,-0.269,0.9,0.749,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2038,SSP5-8.5,0.885,740.4,29.39,-0.28,0.9,0.752,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2039,SSP5-8.5,0.888,737.6,29.45,-0.291,0.9,0.755,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Nalgonda,2040,SSP5-8.5,0.892,734.7,29.51,-0.301,0.9,0.758,NASA POWER 2000-2024 + IPCC AR6 SSP rates,17.0583,79.2671
Narayanpet,2026,SSP2-4.5,0.86,590.0,28.19,-0.442,0.86,0.731,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2027,SSP2-4.5,0.865,583.9,28.25,-0.461,0.86,0.735,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2028,SSP2-4.5,0.869,577.7,28.3,-0.481,0.86,0.739,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2029,SSP2-4.5,0.874,571.5,28.36,-0.5,0.86,0.743,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2030,SSP2-4.5,0.879,565.4,28.41,-0.52,0.86,0.747,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2031,SSP2-4.5,0.884,559.2,28.47,-0.539,0.86,0.751,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2032,SSP2-4.5,0.889,553.0,28.52,-0.559,0.86,0.755,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2033,SSP2-4.5,0.893,546.9,28.58,-0.578,0.86,0.759,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2034,SSP2-4.5,0.898,540.7,28.64,-0.598,0.86,0.763,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2035,SSP2-4.5,0.903,534.5,28.69,-0.617,0.86,0.767,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2036,SSP2-4.5,0.908,528.4,28.75,-0.637,0.86,0.772,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2037,SSP2-4.5,0.912,522.2,28.8,-0.656,0.86,0.776,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2038,SSP2-4.5,0.917,516.0,28.86,-0.676,0.86,0.78,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2039,SSP2-4.5,0.922,509.9,28.91,-0.695,0.86,0.784,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2040,SSP2-4.5,0.927,503.7,28.97,-0.715,0.86,0.788,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2026,SSP5-8.5,0.884,559.6,28.47,-0.526,0.86,0.751,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2027,SSP5-8.5,0.89,551.3,28.55,-0.551,0.86,0.757,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2028,SSP5-8.5,0.897,542.9,28.62,-0.577,0.86,0.762,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2029,SSP5-8.5,0.903,534.6,28.7,-0.602,0.86,0.768,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2030,SSP5-8.5,0.91,526.3,28.77,-0.628,0.86,0.773,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2031,SSP5-8.5,0.916,517.9,28.85,-0.653,0.86,0.779,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2032,SSP5-8.5,0.923,509.6,28.92,-0.679,0.86,0.784,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2033,SSP5-8.5,0.929,501.2,29.0,-0.704,0.86,0.79,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2034,SSP5-8.5,0.936,492.9,29.08,-0.73,0.86,0.795,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2035,SSP5-8.5,0.942,484.6,29.15,-0.755,0.86,0.801,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2036,SSP5-8.5,0.948,476.2,29.23,-0.781,0.86,0.806,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2037,SSP5-8.5,0.95,467.9,29.3,-0.806,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2038,SSP5-8.5,0.95,459.5,29.38,-0.832,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2039,SSP5-8.5,0.95,451.2,29.45,-0.857,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Narayanpet,2040,SSP5-8.5,0.95,442.9,29.53,-0.883,0.86,0.808,NASA POWER 2000-2024 + IPCC AR6 SSP rates,16.7447,77.496
Nirmal,2026,SSP2-4.5,0.781,986.1,27.49,-0.129,0.86,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2027,SSP2-4.5,0.783,987.7,27.52,-0.137,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2028,SSP2-4.5,0.784,989.3,27.56,-0.144,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2029,SSP2-4.5,0.785,990.8,27.59,-0.152,0.86,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2030,SSP2-4.5,0.787,992.4,27.62,-0.159,0.86,0.669,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2031,SSP2-4.5,0.788,994.0,27.66,-0.167,0.86,0.67,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2032,SSP2-4.5,0.789,995.6,27.69,-0.174,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2033,SSP2-4.5,0.791,997.1,27.73,-0.181,0.86,0.672,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2034,SSP2-4.5,0.792,998.7,27.76,-0.189,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2035,SSP2-4.5,0.793,1000.3,27.79,-0.196,0.86,0.674,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2036,SSP2-4.5,0.795,1001.9,27.83,-0.204,0.86,0.676,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2037,SSP2-4.5,0.796,1003.4,27.86,-0.211,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2038,SSP2-4.5,0.798,1005.0,27.89,-0.219,0.86,0.678,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2039,SSP2-4.5,0.799,1006.6,27.93,-0.226,0.86,0.679,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2040,SSP2-4.5,0.8,1008.2,27.96,-0.233,0.86,0.68,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2026,SSP5-8.5,0.793,947.8,27.77,-0.213,0.86,0.674,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2027,SSP5-8.5,0.795,946.6,27.82,-0.227,0.86,0.676,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2028,SSP5-8.5,0.797,945.5,27.88,-0.24,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2029,SSP5-8.5,0.799,944.3,27.93,-0.254,0.86,0.679,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2030,SSP5-8.5,0.801,943.2,27.98,-0.267,0.86,0.681,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2031,SSP5-8.5,0.803,942.0,28.04,-0.281,0.86,0.683,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2032,SSP5-8.5,0.805,940.8,28.09,-0.294,0.86,0.685,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2033,SSP5-8.5,0.808,939.7,28.15,-0.307,0.86,0.686,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2034,SSP5-8.5,0.81,938.5,28.2,-0.321,0.86,0.688,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2035,SSP5-8.5,0.812,937.3,28.25,-0.334,0.86,0.69,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2036,SSP5-8.5,0.814,936.2,28.31,-0.348,0.86,0.692,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2037,SSP5-8.5,0.816,935.0,28.36,-0.361,0.86,0.694,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2038,SSP5-8.5,0.818,933.8,28.41,-0.375,0.86,0.696,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2039,SSP5-8.5,0.82,932.7,28.47,-0.388,0.86,0.697,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nirmal,2040,SSP5-8.5,0.823,931.5,28.52,-0.401,0.86,0.699,NASA POWER 2000-2024 + IPCC AR6 SSP rates,19.096,78.3446
Nizamabad,2026,SSP2-4.5,0.781,967.3,27.28,-0.118,0.86,0.664,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2027,SSP2-4.5,0.782,968.8,27.32,-0.125,0.86,0.665,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2028,SSP2-4.5,0.783,970.3,27.35,-0.132,0.86,0.666,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2029,SSP2-4.5,0.785,971.8,27.38,-0.139,0.86,0.667,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2030,SSP2-4.5,0.786,973.2,27.42,-0.146,0.86,0.668,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2031,SSP2-4.5,0.787,974.7,27.45,-0.153,0.86,0.669,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2032,SSP2-4.5,0.789,976.2,27.48,-0.16,0.86,0.67,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2033,SSP2-4.5,0.79,977.7,27.51,-0.167,0.86,0.671,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2034,SSP2-4.5,0.791,979.2,27.55,-0.175,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2035,SSP2-4.5,0.793,980.7,27.58,-0.182,0.86,0.674,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2036,SSP2-4.5,0.794,982.2,27.61,-0.189,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2037,SSP2-4.5,0.795,983.6,27.65,-0.196,0.86,0.676,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2038,SSP2-4.5,0.796,985.1,27.68,-0.203,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2039,SSP2-4.5,0.798,986.6,27.71,-0.21,0.86,0.678,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2040,SSP2-4.5,0.799,988.1,27.74,-0.217,0.86,0.679,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2026,SSP5-8.5,0.792,929.7,27.56,-0.202,0.86,0.673,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2027,SSP5-8.5,0.794,928.4,27.62,-0.215,0.86,0.675,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2028,SSP5-8.5,0.796,927.2,27.67,-0.228,0.86,0.677,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2029,SSP5-8.5,0.798,926.0,27.72,-0.241,0.86,0.678,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2030,SSP5-8.5,0.8,924.8,27.78,-0.254,0.86,0.68,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2031,SSP5-8.5,0.802,923.6,27.83,-0.267,0.86,0.682,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2032,SSP5-8.5,0.805,922.4,27.88,-0.28,0.86,0.684,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2033,SSP5-8.5,0.807,921.2,27.93,-0.293,0.86,0.686,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2034,SSP5-8.5,0.809,920.0,27.99,-0.307,0.86,0.687,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2035,SSP5-8.5,0.811,918.8,28.04,-0.32,0.86,0.689,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2036,SSP5-8.5,0.813,917.6,28.09,-0.333,0.86,0.691,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2037,SSP5-8.5,0.815,916.4,28.15,-0.346,0.86,0.693,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2038,SSP5-8.5,0.817,915.2,28.2,-0.359,0.86,0.695,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2039,SSP5-8.5,0.819,914.0,28.25,-0.372,0.86,0.696,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Nizamabad,2040,SSP5-8.5,0.821,912.8,28.3,-0.385,0.86,0.698,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6725,78.094
Peddapalli,2026,SSP2-4.5,0.761,1387.6,27.57,0.616,0.86,0.647,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2027,SSP2-4.5,0.762,1402.5,27.59,0.638,0.86,0.648,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2028,SSP2-4.5,0.763,1417.3,27.6,0.659,0.86,0.648,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2029,SSP2-4.5,0.763,1432.2,27.61,0.681,0.86,0.649,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2030,SSP2-4.5,0.764,1447.0,27.63,0.702,0.86,0.649,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2031,SSP2-4.5,0.764,1461.9,27.64,0.724,0.86,0.65,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2032,SSP2-4.5,0.765,1476.7,27.66,0.745,0.86,0.65,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2033,SSP2-4.5,0.765,1491.6,27.67,0.767,0.86,0.651,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2034,SSP2-4.5,0.766,1506.4,27.69,0.788,0.86,0.651,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2035,SSP2-4.5,0.767,1521.3,27.7,0.81,0.86,0.652,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2036,SSP2-4.5,0.767,1536.1,27.71,0.831,0.86,0.652,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2037,SSP2-4.5,0.768,1551.0,27.73,0.853,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2038,SSP2-4.5,0.768,1565.8,27.74,0.875,0.86,0.653,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2039,SSP2-4.5,0.769,1580.7,27.76,0.896,0.86,0.654,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
Peddapalli,2040,SSP2-4.5,0.769,1595.5,27.77,0.918,0.86,0.654,NASA POWER 2000-2024 + IPCC AR6 SSP rates,18.6151,79.3782
