district,latitude,longitude,year,month,rainfall_mm,humidity_pct,temp_mean_c,temp_max_c,temp_min_c
Nalgonda,17.05,79.2667,2000,10,1.16,75.81,26.03,32.97,16.94
Nalgonda,17.05,79.2667,2000,11,0.36,69.42,24.33,32.94,16.32
Nalgonda,17.05,79.2667,2000,12,0.09,52.09,22.71,32.28,12.48
Nalgonda,17.05,79.2667,2000,13,2.42,62.24,27.49,46.02,12.48
Nalgonda,17.05,79.2667,2001,1,0.17,50.89,24.14,35.28,12.77
Nalgonda,17.05,79.2667,2001,2,0.0,37.26,27.09,40.92,15.09
Nalgonda,17.05,79.2667,2001,3,0.85,46.73,30.37,41.87,18.76
Nalgonda,17.05,79.2667,2001,4,1.59,50.88,31.56,43.52,21.77
Nalgonda,17.05,79.2667,2001,5,0.2,34.79,35.94,46.42,26.2
Nalgonda,17.05,79.2667,2001,6,4.56,63.8,29.34,41.36,22.7
Nalgonda,17.05,79.2667,2001,7,2.05,63.67,29.19,37.95,23.33
Nalgonda,17.05,79.2667,2001,8,5.89,78.94,26.86,33.49,22.54
Nalgonda,17.05,79.2667,2001,9,4.14,79.09,27.29,34.54,22.8
Nalgonda,17.05,79.2667,2001,10,3.96,81.51,25.52,32.1,17.23
Nalgonda,17.05,79.2667,2001,11,0.45,74.67,24.41,31.75,15.52
Nalgonda,17.05,79.2667,2001,12,0.19,63.7,21.99,32.2,13.5
Nalgonda,17.05,79.2667,2001,13,2.01,60.61,27.81,46.42,12.77
Nalgonda,17.05,79.2667,2002,1,0.61,61.89,23.4,36.96,12.34
Nalgonda,17.05,79.2667,2002,2,0.02,51.65,26.52,37.75,17.71
Nalgonda,17.05,79.2667,2002,3,0.28,42.17,30.55,42.13,19.59
Nalgonda,17.05,79.2667,2002,4,0.07,40.57,33.89,44.09,22.68
Nalgonda,17.05,79.2667,2002,5,1.86,41.32,35.14,46.77,25.25
Nalgonda,17.05,79.2667,2002,6,3.94,64.19,30.27,39.53,24.4
Nalgonda,17.05,79.2667,2002,7,2.25,63.59,29.63,38.05,23.96
Nalgonda,17.05,79.2667,2002,8,6.31,76.36,27.26,33.83,22.27
Nalgonda,17.05,79.2667,2002,9,1.04,68.54,28.5,37.95,21.97
Nalgonda,17.05,79.2667,2002,10,4.44,74.68,26.37,38.12,18.27
Nalgonda,17.05,79.2667,2002,11,0.39,63.41,24.17,34.56,13.76
Nalgonda,17.05,79.2667,2002,12,0.2,59.56,23.44,33.67,14.69
Nalgonda,17.05,79.2667,2002,13,1.8,59.05,28.27,46.77,12.34
Nalgonda,17.05,79.2667,2003,1,0.02,57.23,24.3,36.43,14.69
Nalgonda,17.05,79.2667,2003,2,0.12,54.65,27.75,37.75,17.63
Nalgonda,17.05,79.2667,2003,3,0.34,45.55,30.27,41.35,18.83
Nalgonda,17.05,79.2667,2003,4,0.51,42.3,33.29,44.54,22.99
Nalgonda,17.05,79.2667,2003,5,0.09,28.85,36.12,45.68,24.87
Nalgonda,17.05,79.2667,2003,6,2.41,51.47,32.36,46.35,23.9
Nalgonda,17.05,79.2667,2003,7,6.92,76.51,27.58,34.8,23.62
Nalgonda,17.05,79.2667,2003,8,4.17,80.0,27.01,33.73,21.72
Nalgonda,17.05,79.2667,2003,9,2.74,79.91,27.06,33.8,22.52
Nalgonda,17.05,79.2667,2003,10,4.89,79.36,26.09,33.26,16.02
Nalgonda,17.05,79.2667,2003,11,0.08,73.37,23.31,31.03,15.06
Nalgonda,17.05,79.2667,2003,12,0.98,66.79,21.8,31.53,13.07
Nalgonda,17.05,79.2667,2003,13,1.96,61.38,28.07,46.35,13.07
Nalgonda,17.05,79.2667,2004,1,0.89,66.97,22.41,32.94,13.11
Nalgonda,17.05,79.2667,2004,2,0.16,52.95,25.0,37.71,11.58
Nalgonda,17.05,79.2667,2004,3,0.46,41.86,30.45,42.16,19.14
Nalgonda,17.05,79.2667,2004,4,1.58,46.69,32.71,44.67,23.22
Nalgonda,17.05,79.2667,2004,5,1.52,58.54,31.22,42.53,24.84
Nalgonda,17.05,79.2667,2004,6,1.37,57.96,30.58,40.28,24.48
Nalgonda,17.05,79.2667,2004,7,5.82,73.87,27.74,35.38,22.82
Nalgonda,17.05,79.2667,2004,8,1.98,70.98,28.14,35.87,23.19
Nalgonda,17.05,79.2667,2004,9,3.85,78.21,27.36,35.15,22.16
Nalgonda,17.05,79.2667,2004,10,2.84,77.63,25.77,32.18,16.8
Nalgonda,17.05,79.2667,2004,11,0.19,65.87,24.01,33.1,14.52
Nalgonda,17.05,79.2667,2004,12,0.0,59.09,22.68,32.84,13.78
Nalgonda,17.05,79.2667,2004,13,1.73,62.61,27.34,44.67,11.58
Nalgonda,17.05,79.2667,2005,1,0.97,59.19,24.59,33.88,15.12
Nalgonda,17.05,79.2667,2005,2,0.07,48.95,26.93,39.87,13.54
Nalgonda,17.05,79.2667,2005,3,0.31,45.07,30.21,42.08,18.7
Nalgonda,17.05,79.2667,2005,4,0.74,46.42,32.67,42.03,24.62
Nalgonda,17.05,79.2667,2005,5,1.24,42.61,34.49,46.09,24.48
Nalgonda,17.05,79.2667,2005,6,2.88,57.96,31.47,42.79,23.89
Nalgonda,17.05,79.2667,2005,7,9.12,77.98,27.45,35.39,22.66
Nalgonda,17.05,79.2667,2005,8,3.73,82.33,26.73,32.14,23.06
Nalgonda,17.05,79.2667,2005,9,7.25,85.73,26.39,31.99,22.33
Nalgonda,17.05,79.2667,2005,10,7.86,86.15,25.39,32.12,19.6
Nalgonda,17.05,79.2667,2005,11,0.33,79.22,20.63,28.27,13.6
Nalgonda,17.05,79.2667,2005,12,0.11,73.66,20.21,28.41,11.25
Nalgonda,17.05,79.2667,2005,13,2.91,65.55,27.26,46.09,11.25
Nalgonda,17.05,79.2667,2006,1,0.0,62.62,21.64,32.71,10.62
Nalgonda,17.05,79.2667,2006,2,0.0,47.78,25.61,38.01,15.63
Nalgonda,17.05,79.2667,2006,3,1.2,52.41,29.11,41.38,18.7
Nalgonda,17.05,79.2667,2006,4,1.62,46.06,32.54,44.23,22.65
Nalgonda,17.05,79.2667,2006,5,2.39,54.05,32.55,44.04,25.1
Nalgonda,17.05,79.2667,2006,6,3.24,67.04,29.51,38.85,24.6
Nalgonda,17.05,79.2667,2006,7,4.78,67.22,28.94,36.95,22.59
Nalgonda,17.05,79.2667,2006,8,5.25,80.15,26.67,33.02,21.83
Nalgonda,17.05,79.2667,2006,9,6.7,82.05,26.72,33.45,22.02
Nalgonda,17.05,79.2667,2006,10,3.67,78.58,25.92,32.41,19.58
Nalgonda,17.05,79.2667,2006,11,2.24,83.26,23.33,29.29,16.11
Nalgonda,17.05,79.2667,2006,12,0.02,74.7,21.78,29.55,13.16
Nalgonda,17.05,79.2667,2006,13,2.6,66.44,27.03,44.23,10.62
Nalgonda,17.05,79.2667,2007,1,0.0,65.33,22.63,33.32,13.7
Nalgonda,17.05,79.2667,2007,2,0.06,54.14,25.81,36.95,16.7
Nalgonda,17.05,79.2667,2007,3,0.0,45.39,30.21,41.49,19.46
Nalgonda,17.05,79.2667,2007,4,0.57,44.23,32.88,43.46,23.05
Nalgonda,17.05,79.2667,2007,5,0.67,36.6,35.55,45.91,25.77
Nalgonda,17.05,79.2667,2007,6,6.95,68.19,29.66,40.49,23.56
Nalgonda,17.05,79.2667,2007,7,3.67,76.39,27.81,34.56,23.52
Nalgonda,17.05,79.2667,2007,8,6.26,79.94,27.07,33.68,22.21
Nalgonda,17.05,79.2667,2007,9,7.26,86.29,26.33,31.87,20.92
Nalgonda,17.05,79.2667,2007,10,1.83,80.38,23.88,30.94,17.63
Nalgonda,17.05,79.2667,2007,11,0.19,73.45,22.2,29.97,11.83
Nalgonda,17.05,79.2667,2007,12,0.05,68.19,22.61,33.24,13.63
Nalgonda,17.05,79.2667,2007,13,2.29,64.93,27.23,45.91,11.83
Nalgonda,17.05,79.2667,2008,1,0.01,56.14,22.96,33.37,12.95
Nalgonda,17.05,79.2667,2008,2,1.54,60.32,25.7,35.73,14.42
Nalgonda,17.05,79.2667,2008,3,4.6,53.89,28.11,39.85,17.97
Nalgonda,17.05,79.2667,2008,4,0.25,51.98,30.93,42.84,21.44
Nalgonda,17.05,79.2667,2008,5,0.45,31.31,35.06,44.4,25.37
Nalgonda,17.05,79.2667,2008,6,2.08,57.64,30.26,40.61,23.53
Nalgonda,17.05,79.2667,2008,7,3.79,64.53,29.32,37.86,23.36
Nalgonda,17.05,79.2667,2008,8,10.59,82.22,26.67,33.55,22.73
Nalgonda,17.05,79.2667,2008,9,5.37,82.85,26.33,31.8,20.42
Nalgonda,17.05,79.2667,2008,10,1.63,79.34,25.19,31.61,14.54
Nalgonda,17.05,79.2667,2008,11,2.08,76.22,23.28,30.55,14.12
Nalgonda,17.05,79.2667,2008,12,0.0,70.55,22.93,31.37,14.47
Nalgonda,17.05,79.2667,2008,13,2.71,63.9,27.23,44.4,12.95
Nalgonda,17.05,79.2667,2009,1,0.0,61.7,23.64,35.93,15.6
Nalgonda,17.05,79.2667,2009,2,0.0,44.68,27.7,40.75,18.45
Nalgonda,17.05,79.2667,2009,3,0.11,37.44,30.57,41.92,19.7
Nalgonda,17.05,79.2667,2009,4,0.43,38.65,33.66,44.33,23.77
Nalgonda,17.05,79.2667,2009,5,1.73,43.97,34.33,45.78,26.15
Nalgonda,17.05,79.2667,2009,6,2.69,61.94,30.35,42.45,24.05
Nalgonda,17.05,79.2667,2009,7,2.0,63.6,29.3,37.76,23.14
Nalgonda,17.05,79.2667,2009,8,7.9,70.87,28.58,38.5,22.6
Nalgonda,17.05,79.2667,2009,9,4.7,81.32,27.28,33.36,23.18
Nalgonda,17.05,79.2667,2009,10,1.4,73.78,25.79,32.35,16.81
Nalgonda,17.05,79.2667,2009,11,2.09,77.13,24.21,32.44,12.87
Nalgonda,17.05,79.2667,2009,12,0.19,69.37,22.86,31.46,11.99
Nalgonda,17.05,79.2667,2009,13,1.95,60.45,28.19,45.78,11.99
Nalgonda,17.05,79.2667,2010,1,0.2,59.37,23.55,33.98,12.31
Nalgonda,17.05,79.2667,2010,2,0.07,51.27,27.31,38.96,16.37
Nalgonda,17.05,79.2667,2010,3,0.0,39.91,31.64,42.49,19.96
Nalgonda,17.05,79.2667,2010,4,0.26,39.82,34.68,44.82,23.81
Nalgonda,17.05,79.2667,2010,5,2.1,42.78,35.06,45.56,25.97
Nalgonda,17.05,79.2667,2010,6,2.61,60.2,31.13,42.95,25.0
Nalgonda,17.05,79.2667,2010,7,9.2,78.63,27.41,35.88,22.82
Nalgonda,17.05,79.2667,2010,8,5.14,81.16,27.24,33.65,20.74
Nalgonda,17.05,79.2667,2010,9,5.45,84.62,26.41,32.18,22.23
Nalgonda,17.05,79.2667,2010,10,2.97,83.95,25.58,31.74,18.13
Nalgonda,17.05,79.2667,2010,11,1.69,85.99,24.44,30.23,18.43
Nalgonda,17.05,79.2667,2010,12,0.73,75.9,20.86,29.81,10.52
Nalgonda,17.05,79.2667,2010,13,2.56,65.39,27.93,45.56,10.52
Nalgonda,17.05,79.2667,2011,1,0.0,64.66,21.47,32.64,10.6
Nalgonda,17.05,79.2667,2011,2,0.33,58.56,25.52,35.33,15.2
Nalgonda,17.05,79.2667,2011,3,0.03,43.06,29.8,41.77,19.61
Nalgonda,17.05,79.2667,2011,4,0.2,46.84,31.99,42.31,22.29
Nalgonda,17.05,79.2667,2011,5,0.63,36.96,35.21,44.36,26.8
Nalgonda,17.05,79.2667,2011,6,1.7,53.87,31.24,40.43,24.5
Nalgonda,17.05,79.2667,2011,7,4.82,69.37,28.6,36.58,22.82
Nalgonda,17.05,79.2667,2011,8,5.13,75.68,27.71,37.05,22.09
Nalgonda,17.05,79.2667,2011,9,1.04,75.37,27.6,35.92,21.58
Nalgonda,17.05,79.2667,2011,10,1.42,68.8,27.47,35.7,19.49
Nalgonda,17.05,79.2667,2011,11,0.11,60.34,25.39,34.95,15.44
Nalgonda,17.05,79.2667,2011,12,0.09,53.29,24.5,34.46,13.87
Nalgonda,17.05,79.2667,2011,13,1.31,58.9,28.05,44.36,10.6
Nalgonda,17.05,79.2667,2012,1,0.38,56.8,24.06,35.47,9.99
Nalgonda,17.05,79.2667,2012,2,0.0,42.2,26.77,39.83,15.12
Nalgonda,17.05,79.2667,2012,3,0.05,35.15,30.13,41.65,17.68
Nalgonda,17.05,79.2667,2012,4,0.53,42.16,33.41,42.93,22.71
Nalgonda,17.05,79.2667,2012,5,0.56,35.58,35.81,45.71,27.43
Nalgonda,17.05,79.2667,2012,6,2.65,51.71,31.74,44.24,23.95
Nalgonda,17.05,79.2667,2012,7,5.28,71.7,28.12,37.97,23.23
Nalgonda,17.05,79.2667,2012,8,3.81,75.25,27.45,34.89,22.67
Nalgonda,17.05,79.2667,2012,9,4.07,79.32,27.06,33.22,22.97
Nalgonda,17.05,79.2667,2012,10,2.72,75.83,25.34,32.48,17.51
Nalgonda,17.05,79.2667,2012,11,1.87,73.36,23.87,32.25,12.88
Nalgonda,17.05,79.2667,2012,12,0.0,65.38,23.42,33.79,13.42
Nalgonda,17.05,79.2667,2012,13,1.83,58.76,28.1,45.71,9.99
Nalgonda,17.05,79.2667,2013,1,0.01,56.48,24.66,34.77,14.07
Nalgonda,17.05,79.2667,2013,2,1.24,55.44,25.75,35.72,14.05
Nalgonda,17.05,79.2667,2013,3,0.0,43.7,29.66,41.17,17.64
Nalgonda,17.05,79.2667,2013,4,1.11,45.63,32.56,43.4,23.32
Nalgonda,17.05,79.2667,2013,5,0.38,38.98,35.48,46.92,26.36
Nalgonda,17.05,79.2667,2013,6,4.85,68.79,28.86,36.78,23.71
Nalgonda,17.05,79.2667,2013,7,4.5,73.88,27.5,34.82,23.03
Nalgonda,17.05,79.2667,2013,8,7.29,79.55,26.82,34.38,22.53
Nalgonda,17.05,79.2667,2013,9,4.7,83.65,26.39,31.48,20.72
Nalgonda,17.05,79.2667,2013,10,8.77,84.86,25.41,31.59,17.97
Nalgonda,17.05,79.2667,2013,11,0.64,81.77,22.71,29.41,14.3
Nalgonda,17.05,79.2667,2013,12,0.0,74.19,20.34,29.14,11.4
Nalgonda,17.05,79.2667,2013,13,2.8,65.61,27.19,46.92,11.4
Nalgonda,17.05,79.2667,2014,1,0.0,71.23,22.4,30.46,14.56
Nalgonda,17.05,79.2667,2014,2,0.09,55.5,24.87,34.88,14.74
Nalgonda,17.05,79.2667,2014,3,0.94,48.36,28.75,42.14,18.02
Nalgonda,17.05,79.2667,2014,4,0.16,36.09,33.42,43.25,23.22
Nalgonda,17.05,79.2667,2014,5,1.4,46.24,33.6,44.71,25.15
Nalgonda,17.05,79.2667,2014,6,0.86,45.8,33.5,42.58,27.17
Nalgonda,17.05,79.2667,2014,7,3.63,63.69,29.64,40.1,23.93
Nalgonda,17.05,79.2667,2014,8,4.95,70.71,28.48,36.78,23.05
Nalgonda,17.05,79.2667,2014,9,3.98,79.87,26.75,32.91,21.74
Nalgonda,17.05,79.2667,2014,10,2.89,72.07,26.51,35.04,16.64
Nalgonda,17.05,79.2667,2014,11,0.51,67.94,23.85,32.72,15.12
Nalgonda,17.05,79.2667,2014,12,0.09,61.25,22.66,32.78,12.98
Nalgonda,17.05,79.2667,2014,13,1.64,59.96,27.88,44.71,12.98
Nalgonda,17.05,79.2667,2015,1,0.07,50.9,22.73,33.98,11.58
Nalgonda,17.05,79.2667,2015,2,0.0,49.06,25.67,36.82,16.78
Nalgonda,17.05,79.2667,2015,3,0.28,45.89,29.46,40.98,19.07
Nalgonda,17.05,79.2667,2015,4,1.3,48.36,31.69,43.27,19.88
Nalgonda,17.05,79.2667,2015,5,0.14,38.29,35.07,47.0,25.53
Nalgonda,17.05,79.2667,2015,6,3.91,64.16,29.7,39.22,23.57
Nalgonda,17.05,79.2667,2015,7,1.77,59.1,30.52,39.04,23.97
Nalgonda,17.05,79.2667,2015,8,2.67,68.49,29.01,37.42,23.83
Nalgonda,17.05,79.2667,2015,9,3.28,72.27,28.27,36.11,21.93
Nalgonda,17.05,79.2667,2015,10,0.56,62.64,28.49,37.53,20.86
Nalgonda,17.05,79.2667,2015,11,0.61,64.4,26.3,35.68,17.96
Nalgonda,17.05,79.2667,2015,12,0.04,56.76,25.08,36.05,13.45
Nalgonda,17.05,79.2667,2015,13,1.22,56.69,28.52,47.0,11.58
Nalgonda,17.05,79.2667,2016,1,0.04,50.28,24.49,36.67,13.27
Nalgonda,17.05,79.2667,2016,2,0.03,49.95,27.9,40.21,17.2
Nalgonda,17.05,79.2667,2016,3,0.01,45.54,30.79,42.39,19.34
Nalgonda,17.05,79.2667,2016,4,0.03,39.83,34.14,45.04,22.39
Nalgonda,17.05,79.2667,2016,5,2.42,47.12,33.8,44.7,25.15
Nalgonda,17.05,79.2667,2016,6,4.86,66.77,29.53,41.35,23.86
Nalgonda,17.05,79.2667,2016,7,3.51,72.08,28.29,35.97,23.2
Nalgonda,17.05,79.2667,2016,8,2.8,69.96,28.54,37.36,23.37
Nalgonda,17.05,79.2667,2016,9,6.17,81.19,26.5,33.76,21.54
Nalgonda,17.05,79.2667,2016,10,0.96,73.46,25.13,32.29,17.8
Nalgonda,17.05,79.2667,2016,11,0.0,60.4,23.6,33.67,14.04
Nalgonda,17.05,79.2667,2016,12,0.09,51.19,23.11,33.02,12.89
Nalgonda,17.05,79.2667,2016,13,1.74,59.0,27.98,45.04,12.89
Nalgonda,17.05,79.2667,2017,1,0.0,47.95,23.66,34.41,13.79
Nalgonda,17.05,79.2667,2017,2,0.0,41.33,26.54,39.03,16.39
Nalgonda,17.05,79.2667,2017,3,0.14,41.48,30.31,42.56,16.8
Nalgonda,17.05,79.2667,2017,4,0.04,33.97,34.58,44.87,23.1
Nalgonda,17.05,79.2667,2017,5,1.71,42.77,34.55,45.36,24.81
Nalgonda,17.05,79.2667,2017,6,4.48,65.49,30.01,42.24,23.55
Nalgonda,17.05,79.2667,2017,7,6.87,70.58,28.49,35.82,23.42
Nalgonda,17.05,79.2667,2017,8,6.19,79.41,27.1,33.64,21.47
Nalgonda,17.05,79.2667,2017,9,5.88,83.34,26.87,32.22,21.85
Nalgonda,17.05,79.2667,2017,10,2.35,83.02,25.8,31.92,17.55
Nalgonda,17.05,79.2667,2017,11,0.09,76.29,23.44,31.56,14.55
Nalgonda,17.05,79.2667,2017,12,0.0,62.79,21.58,31.41,12.43
Nalgonda,17.05,79.2667,2017,13,2.33,60.82,27.74,45.36,12.43
Nalgonda,17.05,79.2667,2018,1,0.0,46.08,22.86,33.64,13.12
Nalgonda,17.05,79.2667,2018,2,0.0,42.16,26.06,38.39,14.71
Nalgonda,17.05,79.2667,2018,3,0.03,36.64,30.58,41.9,19.55
Nalgonda,17.05,79.2667,2018,4,0.97,45.85,33.0,44.72,22.98
Nalgonda,17.05,79.2667,2018,5,0.84,46.96,33.97,44.55,25.2
Nalgonda,17.05,79.2667,2018,6,3.78,61.29,30.32,40.0,24.0
Nalgonda,17.05,79.2667,2018,7,3.72,67.43,28.62,36.8,23.58
Nalgonda,17.05,79.2667,2018,8,4.62,72.53,27.71,35.26,23.08
Nalgonda,17.05,79.2667,2018,9,2.53,73.21,27.73,35.13,20.79
Nalgonda,17.05,79.2667,2018,10,0.52,63.49,27.27,36.02,17.51
Nalgonda,17.05,79.2667,2018,11,0.12,57.03,26.52,35.66,15.94
Nalgonda,17.05,79.2667,2018,12,0.89,59.65,23.62,33.43,10.56
Nalgonda,17.05,79.2667,2018,13,1.51,56.1,28.19,44.72,10.56
Nalgonda,17.05,79.2667,2019,1,1.03,55.69,22.59,33.09,10.32
Nalgonda,17.05,79.2667,2019,2,0.02,54.93,26.38,39.21,13.93
Nalgonda,17.05,79.2667,2019,3,0.08,42.42,31.01,43.27,19.73
Nalgonda,17.05,79.2667,2019,4,0.97,41.68,33.5,43.94,23.05
Nalgonda,17.05,79.2667,2019,5,0.8,38.55,35.75,45.43,27.27
Nalgonda,17.05,79.2667,2019,6,2.4,55.01,32.14,42.25,25.06
Nalgonda,17.05,79.2667,2019,7,3.23,66.2,29.36,38.96,23.93
Nalgonda,17.05,79.2667,2019,8,5.23,74.44,28.04,35.14,23.59
Nalgonda,17.05,79.2667,2019,9,5.55,80.78,27.25,34.87,22.5
Nalgonda,17.05,79.2667,2019,10,3.8,85.73,25.86,32.16,21.56
Nalgonda,17.05,79.2667,2019,11,0.11,78.25,24.12,31.79,16.79
Nalgonda,17.05,79.2667,2019,12,0.27,73.49,23.17,30.85,15.08
Nalgonda,17.05,79.2667,2019,13,1.97,62.31,28.27,45.43,10.32
Nalgonda,17.05,79.2667,2020,1,0.34,63.71,24.21,34.89,12.53
Nalgonda,17.05,79.2667,2020,2,0.24,52.55,26.18,36.55,15.44
Nalgonda,17.05,79.2667,2020,3,0.5,48.52,29.97,40.87,20.91
Nalgonda,17.05,79.2667,2020,4,0.63,42.37,33.19,43.22,24.16
Nalgonda,17.05,79.2667,2020,5,0.82,39.75,35.16,45.96,26.19
Nalgonda,17.05,79.2667,2020,6,5.44,68.01,29.67,39.61,23.02
Nalgonda,17.05,79.2667,2020,7,8.56,80.84,27.44,33.94,22.7
Nalgonda,17.05,79.2667,2020,8,8.94,85.21,26.78,32.93,22.99
Nalgonda,17.05,79.2667,2020,9,6.85,87.13,26.58,31.77,21.89
Nalgonda,17.05,79.2667,2020,10,6.02,85.93,25.6,30.79,18.85
Nalgonda,17.05,79.2667,2020,11,1.4,85.6,23.15,29.75,14.06
Nalgonda,17.05,79.2667,2020,12,0.0,79.18,20.83,28.2,11.58
Nalgonda,17.05,79.2667,2020,13,3.33,68.29,27.4,45.96,11.58
Nalgonda,17.05,79.2667,2021,1,0.02,76.83,22.92,31.59,14.82
Nalgonda,17.05,79.2667,2021,2,0.09,57.2,24.31,36.97,12.99
Nalgonda,17.05,79.2667,2021,3,0.0,38.34,29.61,43.47,18.02
Nalgonda,17.05,79.2667,2021,4,0.58,41.51,32.81,42.98,23.64
Nalgonda,17.05,79.2667,2021,5,1.26,50.91,32.84,42.71,25.13
Nalgonda,17.05,79.2667,2021,6,5.41,67.39,29.38,38.63,23.71
Nalgonda,17.05,79.2667,2021,7,8.14,79.28,27.6,34.47,23.32
Nalgonda,17.05,79.2667,2021,8,5.41,80.94,27.32,33.08,22.21
Nalgonda,17.05,79.2667,2021,9,6.58,83.71,26.85,32.51,20.91
Nalgonda,17.05,79.2667,2021,10,2.02,83.74,25.81,31.27,18.71
Nalgonda,17.05,79.2667,2021,11,1.57,85.95,24.2,30.41,17.08
Nalgonda,17.05,79.2667,2021,12,0.0,74.95,21.89,30.59,9.76
Nalgonda,17.05,79.2667,2021,13,2.6,68.47,27.14,43.47,9.76
Nalgonda,17.05,79.2667,2022,1,1.36,67.52,22.2,32.57,10.48
Nalgonda,17.05,79.2667,2022,2,0.0,56.58,24.8,36.24,12.43
Nalgonda,17.05,79.2667,2022,3,0.0,39.03,30.98,42.48,17.52
Nalgonda,17.05,79.2667,2022,4,0.03,40.55,33.97,44.58,24.02
Nalgonda,17.05,79.2667,2022,5,1.79,53.04,32.73,44.88,25.42
Nalgonda,17.05,79.2667,2022,6,2.99,61.64,30.45,42.41,24.33
Nalgonda,17.05,79.2667,2022,7,10.32,79.67,27.27,36.27,22.91
Nalgonda,17.05,79.2667,2022,8,4.36,82.49,27.01,32.66,22.51
Nalgonda,17.05,79.2667,2022,9,3.87,82.97,26.85,32.24,21.67
Nalgonda,17.05,79.2667,2022,10,4.31,84.37,24.72,31.19,15.35
Nalgonda,17.05,79.2667,2022,11,0.26,78.07,22.82,30.02,13.74
Nalgonda,17.05,79.2667,2022,12,0.41,74.32,23.75,33.05,15.01
Nalgonda,17.05,79.2667,2022,13,2.5,66.78,27.3,44.88,10.48
Nalgonda,17.05,79.2667,2023,1,0.0,62.76,23.37,33.0,11.02
Nalgonda,17.05,79.2667,2023,2,0.0,40.45,26.62,37.92,15.54
Nalgonda,17.05,79.2667,2023,3,1.13,49.45,28.9,39.95,19.22
Nalgonda,17.05,79.2667,2023,4,1.16,42.26,32.57,43.54,23.24
Nalgonda,17.05,79.2667,2023,5,1.6,47.79,33.33,43.84,23.47
Nalgonda,17.05,79.2667,2023,6,1.53,44.67,33.99,43.8,24.13
Nalgonda,17.05,79.2667,2023,7,8.75,71.9,28.38,37.78,23.2
Nalgonda,17.05,79.2667,2023,8,1.65,75.97,28.05,33.94,23.27
Nalgonda,17.05,79.2667,2023,9,5.7,82.32,27.31,34.22,22.83
Nalgonda,17.05,79.2667,2023,10,0.36,70.69,26.41,33.82,17.08
Nalgonda,17.05,79.2667,2023,11,1.18,70.85,25.93,34.17,18.23
Nalgonda,17.05,79.2667,2023,12,1.74,71.26,22.53,33.76,13.11
Nalgonda,17.05,79.2667,2023,13,2.08,61.04,28.11,43.84,11.02
Nalgonda,17.05,79.2667,2024,1,0.0,64.72,24.12,33.6,15.95
Nalgonda,17.05,79.2667,2024,2,0.0,52.96,27.62,38.08,17.3
Nalgonda,17.05,79.2667,2024,3,0.01,44.07,31.23,42.47,21.75
Nalgonda,17.05,79.2667,2024,4,0.05,36.61,34.72,45.22,24.48
Nalgonda,17.05,79.2667,2024,5,2.83,54.22,33.37,46.04,24.71
Nalgonda,17.05,79.2667,2024,6,3.94,66.89,29.95,38.52,23.53
Nalgonda,17.05,79.2667,2024,7,4.71,72.89,28.33,36.56,23.86
Nalgonda,17.05,79.2667,2024,8,7.15,79.82,28.01,34.73,23.76
Nalgonda,17.05,79.2667,2024,9,6.67,83.89,26.77,32.4,22.0
Nalgonda,17.05,79.2667,2024,10,2.41,84.69,26.45,32.9,20.33
Nalgonda,17.05,79.2667,2024,11,0.46,78.52,23.51,30.41,15.38
Nalgonda,17.05,79.2667,2024,12,0.49,72.45,24.04,31.94,11.26
Nalgonda,17.05,79.2667,2024,13,2.4,66.04,28.17,46.04,11.26
Narayanpet,16.7456,77.495,2000,1,0.01,39.59,24.12,35.86,12.66
Narayanpet,16.7456,77.495,2000,2,0.9,45.56,26.26,36.02,14.52
Narayanpet,16.7456,77.495,2000,3,0.01,31.84,28.77,40.88,15.12
Narayanpet,16.7456,77.495,2000,4,0.04,27.41,34.17,44.93,21.32
Narayanpet,16.7456,77.495,2000,5,1.78,48.76,31.61,43.47,23.61
Narayanpet,16.7456,77.495,2000,6,6.86,74.58,26.69,34.55,21.9
Narayanpet,16.7456,77.495,2000,7,2.45,77.71,25.79,32.42,20.41
Narayanpet,16.7456,77.495,2000,8,10.16,80.46,25.32,33.07,20.68
Narayanpet,16.7456,77.495,2000,9,2.86,81.55,25.53,31.84,20.56
Narayanpet,16.7456,77.495,2000,10,1.83,74.38,25.12,33.07,15.21
Narayanpet,16.7456,77.495,2000,11,0.4,64.99,23.79,34.38,14.21
Narayanpet,16.7456,77.495,2000,12,0.06,46.83,22.39,34.39,12.22
Narayanpet,16.7456,77.495,2000,13,2.28,57.82,26.62,44.93,12.22
Narayanpet,16.7456,77.495,2001,1,0.11,44.26,24.05,34.55,13.08
Narayanpet,16.7456,77.495,2001,2,0.0,27.17,26.61,38.94,13.55
Narayanpet,16.7456,77.495,2001,3,0.51,32.73,30.09,40.92,17.47
Narayanpet,16.7456,77.495,2001,4,0.83,39.81,31.98,42.8,21.44
Narayanpet,16.7456,77.495,2001,5,0.42,35.31,33.93,44.57,24.48
Narayanpet,16.7456,77.495,2001,6,3.03,63.51,28.23,38.87,21.51
Narayanpet,16.7456,77.495,2001,7,2.73,63.02,28.05,36.41,21.5
Narayanpet,16.7456,77.495,2001,8,3.95,76.84,25.93,33.63,21.08
Narayanpet,16.7456,77.495,2001,9,6.21,77.87,26.31,33.68,21.56
Narayanpet,16.7456,77.495,2001,10,5.09,82.72,24.07,30.57,15.33
Narayanpet,16.7456,77.495,2001,11,0.11,76.37,23.16,30.88,13.6
