district,latitude,longitude,year,month,rainfall_mm,humidity_pct,temp_mean_c,temp_max_c,temp_min_c
Bhadradri Kothagudem,17.5563,80.6218,2001,7,3.94,71.76,28.46,36.97,22.56
Bhadradri Kothagudem,17.5563,80.6218,2001,8,6.98,85.41,26.45,31.74,22.49
Bhadradri Kothagudem,17.5563,80.6218,2001,9,4.79,83.77,26.97,32.63,22.79
Bhadradri Kothagudem,17.5563,80.6218,2001,10,3.48,83.9,25.66,30.66,17.34
Bhadradri Kothagudem,17.5563,80.6218,2001,11,1.79,81.25,23.57,30.77,15.44
Bhadradri Kothagudem,17.5563,80.6218,2001,12,0.08,65.38,21.23,31.67,12.6
Bhadradri Kothagudem,17.5563,80.6218,2001,13,2.47,65.69,27.45,46.36,12.6
Bhadradri Kothagudem,17.5563,80.6218,2002,1,1.01,64.27,23.04,35.72,10.45
Bhadradri Kothagudem,17.5563,80.6218,2002,2,0.01,52.7,26.76,38.48,17.21
Bhadradri Kothagudem,17.5563,80.6218,2002,3,0.19,47.02,30.77,42.05,20.15
Bhadradri Kothagudem,17.5563,80.6218,2002,4,0.4,45.47,33.62,43.86,23.07
Bhadradri Kothagudem,17.5563,80.6218,2002,5,0.71,38.51,36.27,47.88,25.71
Bhadradri Kothagudem,17.5563,80.6218,2002,6,4.12,69.18,29.88,39.55,23.92
Bhadradri Kothagudem,17.5563,80.6218,2002,7,2.73,69.61,29.17,38.0,23.87
Bhadradri Kothagudem,17.5563,80.6218,2002,8,8.66,82.69,26.86,32.66,22.66
Bhadradri Kothagudem,17.5563,80.6218,2002,9,1.59,79.44,27.17,34.59,21.2
Bhadradri Kothagudem,17.5563,80.6218,2002,10,4.74,79.29,25.85,36.6,16.32
Bhadradri Kothagudem,17.5563,80.6218,2002,11,0.87,66.34,23.7,33.82,13.26
Bhadradri Kothagudem,17.5563,80.6218,2002,12,0.37,62.25,23.35,33.61,14.36
Bhadradri Kothagudem,17.5563,80.6218,2002,13,2.14,63.13,28.04,47.88,10.45
Bhadradri Kothagudem,17.5563,80.6218,2003,1,0.08,59.43,24.1,35.84,12.9
Bhadradri Kothagudem,17.5563,80.6218,2003,2,0.09,55.48,27.88,37.98,17.95
Bhadradri Kothagudem,17.5563,80.6218,2003,3,0.5,49.42,30.23,41.41,18.97
Bhadradri Kothagudem,17.5563,80.6218,2003,4,0.17,45.36,33.54,44.35,23.91
Bhadradri Kothagudem,17.5563,80.6218,2003,5,0.09,34.23,36.2,46.72,26.04
Bhadradri Kothagudem,17.5563,80.6218,2003,6,3.54,56.34,32.18,47.44,24.37
Bhadradri Kothagudem,17.5563,80.6218,2003,7,8.97,83.73,27.05,33.03,23.62
Bhadradri Kothagudem,17.5563,80.6218,2003,8,5.04,87.06,26.51,31.45,22.61
Bhadradri Kothagudem,17.5563,80.6218,2003,9,4.84,87.33,26.44,31.61,22.85
Bhadradri Kothagudem,17.5563,80.6218,2003,10,7.35,85.79,25.62,31.57,16.23
Bhadradri Kothagudem,17.5563,80.6218,2003,11,0.03,78.46,22.54,30.14,13.24
Bhadradri Kothagudem,17.5563,80.6218,2003,12,2.55,76.37,20.47,28.25,11.73
Bhadradri Kothagudem,17.5563,80.6218,2003,13,2.8,66.67,27.72,47.44,11.73
Bhadradri Kothagudem,17.5563,80.6218,2004,1,0.83,72.51,21.43,31.99,11.47
Bhadradri Kothagudem,17.5563,80.6218,2004,2,0.26,59.45,24.64,37.62,12.36
Bhadradri Kothagudem,17.5563,80.6218,2004,3,0.11,46.84,30.53,42.3,19.15
Bhadradri Kothagudem,17.5563,80.6218,2004,4,0.49,46.75,33.54,45.24,24.86
Bhadradri Kothagudem,17.5563,80.6218,2004,5,1.47,58.12,31.8,44.11,24.34
Bhadradri Kothagudem,17.5563,80.6218,2004,6,3.81,65.07,29.98,39.27,24.07
Bhadradri Kothagudem,17.5563,80.6218,2004,7,7.09,82.63,27.08,34.34,22.72
Bhadradri Kothagudem,17.5563,80.6218,2004,8,4.86,82.05,27.15,33.07,23.31
Bhadradri Kothagudem,17.5563,80.6218,2004,9,5.42,85.88,26.65,32.86,22.75
Bhadradri Kothagudem,17.5563,80.6218,2004,10,4.53,84.03,25.3,30.98,16.99
Bhadradri Kothagudem,17.5563,80.6218,2004,11,0.19,74.82,22.59,30.45,13.19
Bhadradri Kothagudem,17.5563,80.6218,2004,12,0.01,66.73,21.43,32.01,12.22
Bhadradri Kothagudem,17.5563,80.6218,2004,13,2.43,68.8,26.84,45.24,11.47
Bhadradri Kothagudem,17.5563,80.6218,2005,1,0.72,61.69,24.46,34.35,15.13
Bhadradri Kothagudem,17.5563,80.6218,2005,2,0.18,52.31,27.17,40.37,14.01
Bhadradri Kothagudem,17.5563,80.6218,2005,3,0.14,49.18,30.61,41.64,19.31
Bhadradri Kothagudem,17.5563,80.6218,2005,4,0.34,46.54,33.09,43.18,25.23
Bhadradri Kothagudem,17.5563,80.6218,2005,5,1.33,48.92,34.07,45.67,25.28
Bhadradri Kothagudem,17.5563,80.6218,2005,6,3.76,61.9,31.26,44.96,23.39
Bhadradri Kothagudem,17.5563,80.6218,2005,7,8.67,81.56,27.4,35.03,22.77
Bhadradri Kothagudem,17.5563,80.6218,2005,8,4.03,86.43,26.57,31.82,23.51
Bhadradri Kothagudem,17.5563,80.6218,2005,9,12.46,89.04,26.32,32.15,21.49
Bhadradri Kothagudem,17.5563,80.6218,2005,10,9.91,88.48,25.64,31.42,20.37
Bhadradri Kothagudem,17.5563,80.6218,2005,11,0.61,81.07,20.91,28.36,12.69
Bhadradri Kothagudem,17.5563,80.6218,2005,12,0.11,75.88,20.25,28.12,10.8
Bhadradri Kothagudem,17.5563,80.6218,2005,13,3.54,68.71,27.31,45.67,10.8
Bhadradri Kothagudem,17.5563,80.6218,2006,1,0.0,63.52,21.62,32.82,10.36
Bhadradri Kothagudem,17.5563,80.6218,2006,2,0.0,53.45,25.78,38.44,15.14
Bhadradri Kothagudem,17.5563,80.6218,2006,3,0.77,52.68,29.72,41.73,19.54
Bhadradri Kothagudem,17.5563,80.6218,2006,4,1.78,50.39,32.46,43.65,21.31
Bhadradri Kothagudem,17.5563,80.6218,2006,5,1.78,60.72,31.79,43.84,25.03
Bhadradri Kothagudem,17.5563,80.6218,2006,6,4.28,68.81,29.61,40.92,23.9
Bhadradri Kothagudem,17.5563,80.6218,2006,7,5.94,74.4,28.51,36.62,23.04
Bhadradri Kothagudem,17.5563,80.6218,2006,8,8.51,86.84,26.26,32.41,22.3
Bhadradri Kothagudem,17.5563,80.6218,2006,9,8.26,87.19,26.37,31.76,21.57
Bhadradri Kothagudem,17.5563,80.6218,2006,10,9.55,80.65,25.83,32.37,19.58
Bhadradri Kothagudem,17.5563,80.6218,2006,11,2.67,84.0,23.35,29.02,14.78
Bhadradri Kothagudem,17.5563,80.6218,2006,12,0.01,78.37,21.14,28.43,11.73
Bhadradri Kothagudem,17.5563,80.6218,2006,13,3.65,70.19,26.87,43.84,10.36
Bhadradri Kothagudem,17.5563,80.6218,2007,1,0.0,70.35,22.06,32.73,13.45
Bhadradri Kothagudem,17.5563,80.6218,2007,2,0.22,61.63,25.15,36.87,15.6
Bhadradri Kothagudem,17.5563,80.6218,2007,3,0.04,49.93,30.13,42.02,19.15
Bhadradri Kothagudem,17.5563,80.6218,2007,4,0.23,46.14,33.1,43.56,22.88
Bhadradri Kothagudem,17.5563,80.6218,2007,5,0.71,39.48,35.67,46.22,26.61
Bhadradri Kothagudem,17.5563,80.6218,2007,6,8.24,70.87,29.79,41.31,24.21
Bhadradri Kothagudem,17.5563,80.6218,2007,7,6.55,82.76,27.41,34.24,23.25
Bhadradri Kothagudem,17.5563,80.6218,2007,8,6.09,86.11,26.72,32.21,22.66
Bhadradri Kothagudem,17.5563,80.6218,2007,9,9.06,89.15,26.41,30.99,22.98
Bhadradri Kothagudem,17.5563,80.6218,2007,10,3.99,83.76,24.09,30.68,17.3
Bhadradri Kothagudem,17.5563,80.6218,2007,11,0.15,78.41,21.79,29.96,10.77
Bhadradri Kothagudem,17.5563,80.6218,2007,12,0.04,73.75,21.75,32.36,12.04
Bhadradri Kothagudem,17.5563,80.6218,2007,13,2.95,69.41,27.01,46.22,10.77
Bhadradri Kothagudem,17.5563,80.6218,2008,1,0.07,61.4,22.55,32.87,10.43
Bhadradri Kothagudem,17.5563,80.6218,2008,2,1.47,63.31,25.45,36.15,14.15
Bhadradri Kothagudem,17.5563,80.6218,2008,3,3.84,57.28,28.29,40.05,17.76
Bhadradri Kothagudem,17.5563,80.6218,2008,4,0.14,54.55,31.36,43.19,21.43
Bhadradri Kothagudem,17.5563,80.6218,2008,5,0.79,34.49,35.38,45.33,25.35
Bhadradri Kothagudem,17.5563,80.6218,2008,6,5.4,68.47,29.17,38.7,23.5
Bhadradri Kothagudem,17.5563,80.6218,2008,7,6.68,77.85,27.93,35.5,23.52
Bhadradri Kothagudem,17.5563,80.6218,2008,8,10.42,87.42,26.43,32.05,22.97
Bhadradri Kothagudem,17.5563,80.6218,2008,9,6.02,87.28,26.18,31.44,20.37
Bhadradri Kothagudem,17.5563,80.6218,2008,10,1.46,81.82,25.23,31.43,15.67
Bhadradri Kothagudem,17.5563,80.6218,2008,11,2.57,78.86,23.03,30.29,13.6
Bhadradri Kothagudem,17.5563,80.6218,2008,12,0.06,69.97,23.09,31.4,13.3
Bhadradri Kothagudem,17.5563,80.6218,2008,13,3.25,68.55,27.01,45.33,10.43
Bhadradri Kothagudem,17.5563,80.6218,2009,1,0.0,63.5,23.82,36.45,15.55
Bhadradri Kothagudem,17.5563,80.6218,2009,2,0.0,48.83,27.87,40.81,17.79
Bhadradri Kothagudem,17.5563,80.6218,2009,3,0.13,42.0,30.79,41.9,19.96
Bhadradri Kothagudem,17.5563,80.6218,2009,4,0.15,42.39,33.68,44.49,23.86
Bhadradri Kothagudem,17.5563,80.6218,2009,5,2.55,56.41,32.67,45.45,25.07
Bhadradri Kothagudem,17.5563,80.6218,2009,6,3.2,66.0,30.3,41.71,24.03
Bhadradri Kothagudem,17.5563,80.6218,2009,7,5.65,75.24,28.16,35.42,22.82
Bhadradri Kothagudem,17.5563,80.6218,2009,8,7.28,82.28,27.34,33.52,22.68
Bhadradri Kothagudem,17.5563,80.6218,2009,9,4.05,85.2,27.26,32.99,22.93
Bhadradri Kothagudem,17.5563,80.6218,2009,10,1.08,75.75,25.73,32.19,15.16
Bhadradri Kothagudem,17.5563,80.6218,2009,11,3.09,77.86,24.36,33.03,12.63
Bhadradri Kothagudem,17.5563,80.6218,2009,12,0.09,66.99,22.9,32.19,12.01
Bhadradri Kothagudem,17.5563,80.6218,2009,13,2.29,65.31,27.9,45.45,12.01
Bhadradri Kothagudem,17.5563,80.6218,2010,1,0.18,58.12,23.86,33.49,13.34
Bhadradri Kothagudem,17.5563,80.6218,2010,2,0.03,50.53,27.63,39.17,15.61
Bhadradri Kothagudem,17.5563,80.6218,2010,3,0.05,43.3,31.88,42.59,20.42
Bhadradri Kothagudem,17.5563,80.6218,2010,4,1.04,48.91,33.82,45.13,25.31
Bhadradri Kothagudem,17.5563,80.6218,2010,5,4.02,52.95,33.75,45.48,25.77
Bhadradri Kothagudem,17.5563,80.6218,2010,6,3.27,67.6,30.44,41.95,24.37
Bhadradri Kothagudem,17.5563,80.6218,2010,7,10.57,84.68,27.05,34.91,22.99
Bhadradri Kothagudem,17.5563,80.6218,2010,8,8.55,86.23,26.79,32.48,21.58
Bhadradri Kothagudem,17.5563,80.6218,2010,9,7.83,88.8,26.1,31.02,20.96
Bhadradri Kothagudem,17.5563,80.6218,2010,10,7.16,87.23,25.61,31.55,19.42
Bhadradri Kothagudem,17.5563,80.6218,2010,11,2.64,87.6,24.43,29.84,17.44
Bhadradri Kothagudem,17.5563,80.6218,2010,12,1.99,81.1,20.21,28.15,9.7
Bhadradri Kothagudem,17.5563,80.6218,2010,13,3.98,69.87,27.62,45.48,9.7
Bhadradri Kothagudem,17.5563,80.6218,2011,1,0.0,73.93,20.17,30.58,9.56
Bhadradri Kothagudem,17.5563,80.6218,2011,2,1.02,67.79,24.21,34.29,14.58
Bhadradri Kothagudem,17.5563,80.6218,2011,3,0.0,51.99,29.13,42.12,18.14
Bhadradri Kothagudem,17.5563,80.6218,2011,4,0.76,52.02,31.62,41.55,21.62
Bhadradri Kothagudem,17.5563,80.6218,2011,5,2.25,48.36,33.95,44.59,24.55
Bhadradri Kothagudem,17.5563,80.6218,2011,6,3.79,64.92,30.06,38.84,23.36
Bhadradri Kothagudem,17.5563,80.6218,2011,7,6.3,76.5,28.15,36.13,23.22
Bhadradri Kothagudem,17.5563,80.6218,2011,8,8.9,83.62,27.0,35.42,22.24
Bhadradri Kothagudem,17.5563,80.6218,2011,9,1.67,84.47,26.71,32.83,21.0
Bhadradri Kothagudem,17.5563,80.6218,2011,10,1.11,75.79,26.45,33.02,18.47
Bhadradri Kothagudem,17.5563,80.6218,2011,11,0.04,64.8,24.61,34.66,14.19
Bhadradri Kothagudem,17.5563,80.6218,2011,12,0.16,55.14,24.15,34.77,12.38
Bhadradri Kothagudem,17.5563,80.6218,2011,13,2.18,66.6,27.2,44.59,9.56
Bhadradri Kothagudem,17.5563,80.6218,2012,1,0.56,60.06,24.11,35.12,9.34
Bhadradri Kothagudem,17.5563,80.6218,2012,2,0.0,46.82,26.92,39.5,15.87
Bhadradri Kothagudem,17.5563,80.6218,2012,3,0.11,41.91,30.46,41.94,18.02
Bhadradri Kothagudem,17.5563,80.6218,2012,4,1.12,48.16,32.75,42.38,23.61
Bhadradri Kothagudem,17.5563,80.6218,2012,5,1.84,51.64,33.52,45.08,25.23
Bhadradri Kothagudem,17.5563,80.6218,2012,6,3.8,59.5,31.12,46.17,23.38
Bhadradri Kothagudem,17.5563,80.6218,2012,7,8.79,80.45,27.38,36.52,21.73
Bhadradri Kothagudem,17.5563,80.6218,2012,8,7.18,85.42,26.46,32.02,22.76
Bhadradri Kothagudem,17.5563,80.6218,2012,9,9.29,86.95,26.42,31.4,22.6
Bhadradri Kothagudem,17.5563,80.6218,2012,10,2.6,82.23,25.06,31.39,17.09
Bhadradri Kothagudem,17.5563,80.6218,2012,11,3.63,83.76,22.57,29.37,10.44
Bhadradri Kothagudem,17.5563,80.6218,2012,12,0.0,75.67,21.56,31.06,12.84
Bhadradri Kothagudem,17.5563,80.6218,2012,13,3.25,66.96,27.35,46.17,9.34
Bhadradri Kothagudem,17.5563,80.6218,2013,1,0.01,66.98,23.51,32.52,12.24
Bhadradri Kothagudem,17.5563,80.6218,2013,2,1.29,58.29,25.58,36.83,13.73
Bhadradri Kothagudem,17.5563,80.6218,2013,3,0.0,48.25,29.58,41.57,17.3
Bhadradri Kothagudem,17.5563,80.6218,2013,4,1.6,51.34,32.27,44.02,23.32
Bhadradri Kothagudem,17.5563,80.6218,2013,5,0.91,46.83,34.5,46.5,25.38
Bhadradri Kothagudem,17.5563,80.6218,2013,6,6.47,74.36,28.51,36.82,23.82
Bhadradri Kothagudem,17.5563,80.6218,2013,7,7.81,82.26,26.77,33.21,23.11
Bhadradri Kothagudem,17.5563,80.6218,2013,8,6.53,85.43,26.46,31.93,22.34
Bhadradri Kothagudem,17.5563,80.6218,2013,9,4.42,86.39,26.46,31.33,21.78
Bhadradri Kothagudem,17.5563,80.6218,2013,10,12.7,86.92,25.61,30.92,17.44
Bhadradri Kothagudem,17.5563,80.6218,2013,11,1.69,83.33,22.92,29.57,13.59
Bhadradri Kothagudem,17.5563,80.6218,2013,12,0.04,78.09,20.33,28.8,10.81
Bhadradri Kothagudem,17.5563,80.6218,2013,13,3.64,70.77,26.88,46.5,10.81
Bhadradri Kothagudem,17.5563,80.6218,2014,1,0.02,73.73,22.25,30.63,13.66
Bhadradri Kothagudem,17.5563,80.6218,2014,2,0.23,60.05,24.67,34.77,14.9
Bhadradri Kothagudem,17.5563,80.6218,2014,3,0.66,49.11,29.25,42.72,18.04
Bhadradri Kothagudem,17.5563,80.6218,2014,4,0.15,39.13,33.63,43.66,23.17
Bhadradri Kothagudem,17.5563,80.6218,2014,5,3.0,56.26,32.31,44.08,25.07
Bhadradri Kothagudem,17.5563,80.6218,2014,6,1.15,49.99,33.18,43.18,25.21
Bhadradri Kothagudem,17.5563,80.6218,2014,7,5.67,69.34,29.13,39.6,23.71
Bhadradri Kothagudem,17.5563,80.6218,2014,8,5.54,78.96,27.64,35.17,23.45
Bhadradri Kothagudem,17.5563,80.6218,2014,9,3.62,82.48,26.77,32.59,21.7
Bhadradri Kothagudem,17.5563,80.6218,2014,10,3.04,77.81,26.03,33.29,16.47
Bhadradri Kothagudem,17.5563,80.6218,2014,11,0.58,70.67,23.55,32.42,13.9
Bhadradri Kothagudem,17.5563,80.6218,2014,12,0.15,61.22,22.43,32.69,11.4
Bhadradri Kothagudem,17.5563,80.6218,2014,13,2.01,64.13,27.58,44.08,11.4
Bhadradri Kothagudem,17.5563,80.6218,2015,1,0.12,52.68,22.95,34.35,11.33
Bhadradri Kothagudem,17.5563,80.6218,2015,2,0.01,50.3,26.09,37.57,16.37
Bhadradri Kothagudem,17.5563,80.6218,2015,3,0.22,46.88,29.94,41.45,19.43
Bhadradri Kothagudem,17.5563,80.6218,2015,4,0.65,48.6,32.17,43.21,23.22
Bhadradri Kothagudem,17.5563,80.6218,2015,5,0.29,43.52,34.78,47.69,25.14
Bhadradri Kothagudem,17.5563,80.6218,2015,6,8.32,74.56,28.66,39.14,22.76
Bhadradri Kothagudem,17.5563,80.6218,2015,7,4.09,73.9,28.81,36.27,23.61
Bhadradri Kothagudem,17.5563,80.6218,2015,8,5.23,80.74,27.7,33.34,23.2
Bhadradri Kothagudem,17.5563,80.6218,2015,9,5.05,83.61,26.95,33.63,21.07
Bhadradri Kothagudem,17.5563,80.6218,2015,10,1.25,74.57,26.8,34.02,19.13
Bhadradri Kothagudem,17.5563,80.6218,2015,11,1.07,74.07,24.81,33.33,16.37
Bhadradri Kothagudem,17.5563,80.6218,2015,12,0.05,63.62,24.38,34.67,12.78
Bhadradri Kothagudem,17.5563,80.6218,2015,13,2.2,63.96,27.85,47.69,11.33
Bhadradri Kothagudem,17.5563,80.6218,2016,1,0.06,53.16,24.23,37.12,12.85
Bhadradri Kothagudem,17.5563,80.6218,2016,2,0.14,52.79,27.99,39.93,16.52
Bhadradri Kothagudem,17.5563,80.6218,2016,3,0.08,48.79,30.65,42.61,19.0
Bhadradri Kothagudem,17.5563,80.6218,2016,4,0.03,44.75,33.9,45.76,22.62
Bhadradri Kothagudem,17.5563,80.6218,2016,5,2.68,49.58,33.73,44.75,25.28
Bhadradri Kothagudem,17.5563,80.6218,2016,6,12.16,75.56,28.78,40.94,23.92
Bhadradri Kothagudem,17.5563,80.6218,2016,7,6.39,84.51,26.99,32.95,23.32
Bhadradri Kothagudem,17.5563,80.6218,2016,8,5.19,83.1,27.12,32.82,23.01
Bhadradri Kothagudem,17.5563,80.6218,2016,9,9.06,88.42,26.11,30.76,20.49
Bhadradri Kothagudem,17.5563,80.6218,2016,10,2.45,83.1,24.41,31.11,16.29
Bhadradri Kothagudem,17.5563,80.6218,2016,11,0.03,75.47,22.23,30.22,12.5
Bhadradri Kothagudem,17.5563,80.6218,2016,12,0.08,65.27,21.95,31.44,11.42
Bhadradri Kothagudem,17.5563,80.6218,2016,13,3.19,67.08,27.33,45.76,11.42
Bhadradri Kothagudem,17.5563,80.6218,2017,1,0.0,54.05,23.43,34.71,12.62
Bhadradri Kothagudem,17.5563,80.6218,2017,2,0.0,48.25,26.83,39.61,16.35
Bhadradri Kothagudem,17.5563,80.6218,2017,3,0.44,47.67,30.2,42.98,16.33
Bhadradri Kothagudem,17.5563,80.6218,2017,4,0.13,41.27,34.25,44.6,23.71
Bhadradri Kothagudem,17.5563,80.6218,2017,5,2.31,50.2,33.63,46.04,24.47
Bhadradri Kothagudem,17.5563,80.6218,2017,6,8.76,75.95,28.86,41.47,23.9
Bhadradri Kothagudem,17.5563,80.6218,2017,7,13.33,82.27,27.33,33.18,23.21
Bhadradri Kothagudem,17.5563,80.6218,2017,8,7.99,86.68,26.53,31.58,21.61
Bhadradri Kothagudem,17.5563,80.6218,2017,9,4.17,87.51,26.82,31.27,22.89
Bhadradri Kothagudem,17.5563,80.6218,2017,10,2.74,84.84,25.87,31.26,17.74
Bhadradri Kothagudem,17.5563,80.6218,2017,11,0.33,80.95,23.08,30.0,14.04
Bhadradri Kothagudem,17.5563,80.6218,2017,12,0.0,69.17,20.96,30.54,11.09
Bhadradri Kothagudem,17.5563,80.6218,2017,13,3.38,67.51,27.31,46.04,11.09
Bhadradri Kothagudem,17.5563,80.6218,2018,1,0.0,55.06,22.52,33.63,11.85
Bhadradri Kothagudem,17.5563,80.6218,2018,2,0.0,46.95,26.22,38.77,14.8
Bhadradri Kothagudem,17.5563,80.6218,2018,3,0.05,41.85,30.66,41.6,18.82
Bhadradri Kothagudem,17.5563,80.6218,2018,4,1.18,49.77,32.73,44.16,22.99
Bhadradri Kothagudem,17.5563,80.6218,2018,5,1.31,56.28,32.53,42.21,24.36
Bhadradri Kothagudem,17.5563,80.6218,2018,6,5.2,68.24,29.83,39.4,23.99
Bhadradri Kothagudem,17.5563,80.6218,2018,7,9.52,79.98,27.51,35.74,23.0
Bhadradri Kothagudem,17.5563,80.6218,2018,8,10.97,85.75,26.44,31.72,22.62
Bhadradri Kothagudem,17.5563,80.6218,2018,9,2.18,83.98,26.5,31.86,20.63
Bhadradri Kothagudem,17.5563,80.6218,2018,10,0.4,75.81,25.87,32.77,16.32
Bhadradri Kothagudem,17.5563,80.6218,2018,11,0.14,66.32,25.5,34.85,15.23
Bhadradri Kothagudem,17.5563,80.6218,2018,12,2.41,65.77,23.28,33.6,10.03
Bhadradri Kothagudem,17.5563,80.6218,2018,13,2.81,64.77,27.46,44.16,10.03
Bhadradri Kothagudem,17.5563,80.6218,2019,1,0.45,62.73,21.99,32.84,10.06
Bhadradri Kothagudem,17.5563,80.6218,2019,2,0.11,54.81,26.6,39.57,14.34
Bhadradri Kothagudem,17.5563,80.6218,2019,3,0.21,48.57,30.8,42.79,20.44
Bhadradri Kothagudem,17.5563,80.6218,2019,4,0.85,45.4,33.36,43.74,22.33
Bhadradri Kothagudem,17.5563,80.6218,2019,5,0.67,45.11,34.78,45.21,27.07
Bhadradri Kothagudem,17.5563,80.6218,2019,6,2.53,61.83,31.45,42.15,24.6
Bhadradri Kothagudem,17.5563,80.6218,2019,7,7.05,71.53,29.07,38.92,23.59
Bhadradri Kothagudem,17.5563,80.6218,2019,8,7.96,84.36,27.06,32.65,22.99
Bhadradri Kothagudem,17.5563,80.6218,2019,9,6.23,87.84,26.64,32.53,22.65
Bhadradri Kothagudem,17.5563,80.6218,2019,10,4.51,86.76,26.02,30.98,21.61
Bhadradri Kothagudem,17.5563,80.6218,2019,11,0.11,82.69,23.43,30.39,16.25
Bhadradri Kothagudem,17.5563,80.6218,2019,12,0.08,77.15,22.43,30.06,13.7
Bhadradri Kothagudem,17.5563,80.6218,2019,13,2.58,67.48,27.8,45.21,10.06
Bhadradri Kothagudem,17.5563,80.6218,2020,1,0.17,67.45,23.96,34.74,14.57
Bhadradri Kothagudem,17.5563,80.6218,2020,2,0.17,54.55,26.37,36.85,15.47
Bhadradri Kothagudem,17.5563,80.6218,2020,3,0.58,50.39,30.13,41.34,20.4
Bhadradri Kothagudem,17.5563,80.6218,2020,4,1.37,46.11,32.96,42.77,24.18
Bhadradri Kothagudem,17.5563,80.6218,2020,5,0.91,45.99,34.44,45.55,25.67
Bhadradri Kothagudem,17.5563,80.6218,2020,6,5.83,73.8,29.35,40.02,23.88
Bhadradri Kothagudem,17.5563,80.6218,2020,7,12.25,85.42,27.26,33.27,23.13
Bhadradri Kothagudem,17.5563,80.6218,2020,8,18.52,90.4,26.51,31.36,22.91
Bhadradri Kothagudem,17.5563,80.6218,2020,9,9.07,89.19,26.77,31.71,22.48
Bhadradri Kothagudem,17.5563,80.6218,2020,10,7.99,88.37,25.57,30.72,19.29
Bhadradri Kothagudem,17.5563,80.6218,2020,11,2.51,85.65,23.49,30.11,14.23
Bhadradri Kothagudem,17.5563,80.6218,2020,12,0.0,77.6,20.68,27.9,9.9
Bhadradri Kothagudem,17.5563,80.6218,2020,13,4.98,71.31,27.29,45.55,9.9
Bhadradri Kothagudem,17.5563,80.6218,2021,1,0.02,74.93,23.0,31.49,13.34
Bhadradri Kothagudem,17.5563,80.6218,2021,2,0.02,56.02,24.86,38.21,14.81
Bhadradri Kothagudem,17.5563,80.6218,2021,3,0.01,43.39,30.11,43.74,17.45
Bhadradri Kothagudem,17.5563,80.6218,2021,4,1.88,49.89,31.95,43.48,23.42
Bhadradri Kothagudem,17.5563,80.6218,2021,5,2.0,56.75,32.19,43.03,24.31
Bhadradri Kothagudem,17.5563,80.6218,2021,6,5.69,73.25,28.99,37.15,22.95
Bhadradri Kothagudem,17.5563,80.6218,2021,7,11.48,85.04,27.23,32.52,22.78
Bhadradri Kothagudem,17.5563,80.6218,2021,8,5.96,85.64,27.15,32.38,22.95
Bhadradri Kothagudem,17.5563,80.6218,2021,9,8.7,87.36,26.72,31.25,22.57
Bhadradri Kothagudem,17.5563,80.6218,2021,10,2.12,86.18,26.0,31.27,18.77
Bhadradri Kothagudem,17.5563,80.6218,2021,11,2.71,87.51,24.38,30.3,16.59
Bhadradri Kothagudem,17.5563,80.6218,2021,12,0.0,79.73,21.3,28.46,9.41
Bhadradri Kothagudem,17.5563,80.6218,2021,13,3.4,72.25,27.0,43.74,9.41
Bhadradri Kothagudem,17.5563,80.6218,2022,1,1.33,70.75,21.72,31.74,10.09
Bhadradri Kothagudem,17.5563,80.6218,2022,2,0.0,57.73,24.75,36.57,12.59
Bhadradri Kothagudem,17.5563,80.6218,2022,3,0.01,44.44,30.9,42.7,17.5
Bhadradri Kothagudem,17.5563,80.6218,2022,4,0.09,44.99,33.71,45.25,24.54
Bhadradri Kothagudem,17.5563,80.6218,2022,5,1.88,54.57,32.8,44.42,25.34
Bhadradri Kothagudem,17.5563,80.6218,2022,6,4.35,66.72,30.16,41.33,24.14
Bhadradri Kothagudem,17.5563,80.6218,2022,7,13.87,86.08,26.82,33.11,22.62
Bhadradri Kothagudem,17.5563,80.6218,2022,8,7.43,87.38,26.79,31.33,22.53
Bhadradri Kothagudem,17.5563,80.6218,2022,9,5.06,87.33,26.57,31.64,21.87
Bhadradri Kothagudem,17.5563,80.6218,2022,10,4.27,86.33,24.84,30.64,15.34
Bhadradri Kothagudem,17.5563,80.6218,2022,11,0.36,81.72,22.7,29.4,13.53
Bhadradri Kothagudem,17.5563,80.6218,2022,12,0.3,77.73,23.24,32.11,13.95
Bhadradri Kothagudem,17.5563,80.6218,2022,13,3.28,70.59,27.09,45.25,10.09
Bhadradri Kothagudem,17.5563,80.6218,2023,1,0.05,65.64,23.29,33.64,10.54
Bhadradri Kothagudem,17.5563,80.6218,2023,2,0.0,48.44,26.58,38.42,15.96
Bhadradri Kothagudem,17.5563,80.6218,2023,3,1.47,54.01,28.76,38.9,19.33
Bhadradri Kothagudem,17.5563,80.6218,2023,4,1.26,45.69,32.56,43.96,23.22
Bhadradri Kothagudem,17.5563,80.6218,2023,5,2.46,54.66,32.55,43.87,23.19
Bhadradri Kothagudem,17.5563,80.6218,2023,6,2.43,49.22,33.69,45.04,24.01
Bhadradri Kothagudem,17.5563,80.6218,2023,7,14.52,80.25,27.74,36.53,22.96
Bhadradri Kothagudem,17.5563,80.6218,2023,8,3.3,84.27,27.31,32.37,23.04
Bhadradri Kothagudem,17.5563,80.6218,2023,9,5.27,87.09,27.01,32.22,22.1
Bhadradri Kothagudem,17.5563,80.6218,2023,10,0.18,78.37,25.76,31.87,17.45
