district,latitude,longitude,year,month,rainfall_mm,humidity_pct,temp_mean_c,temp_max_c,temp_min_c,days_in_month,spi3,spi6,spi3_class
Jagtial,18.7952,78.9128,2021,11,20.7,82.55,22.67,30.46,13.01,30,1.3191713220633228,1.370264151247509,Normal
Jagtial,18.7952,78.9128,2021,12,2.17,70.55,20.19,29.8,7.99,31,-0.022402224918893425,0.9846025212182209,Normal
Jagtial,18.7952,78.9128,2022,1,65.41,66.21,19.94,31.03,7.38,31,1.8688534821257248,1.3362690723535782,Normal
Jagtial,18.7952,78.9128,2022,2,0.28,45.19,23.27,35.81,10.51,28,1.7546299456577688,1.6360499843780243,Normal
Jagtial,18.7952,78.9128,2022,3,0.0,25.63,30.35,42.8,17.06,31,1.0782373285556115,0.4844311292983127,Normal
Jagtial,18.7952,78.9128,2022,4,0.9,26.77,34.85,44.77,22.92,30,-2.2260710562123998,0.786815228049764,Extreme Drought
Jagtial,18.7952,78.9128,2022,5,25.42,36.51,34.75,44.27,25.94,31,-0.6614096144955888,0.5806196001980445,Watch
Jagtial,18.7952,78.9128,2022,6,140.1,59.37,30.98,44.21,23.77,30,-0.07018255001784829,0.4633098786382046,Normal
Jagtial,18.7952,78.9128,2022,7,734.7,88.18,25.87,35.02,21.78,31,2.459836564215586,2.359635782092914,Normal
Jagtial,18.7952,78.9128,2022,8,202.74,87.82,25.84,30.68,22.0,31,2.4612729270006066,2.3625267976251902,Normal
Jagtial,18.7952,78.9128,2022,9,203.1,87.49,25.78,31.9,20.61,30,2.2102246386996507,2.0889248646688228,Normal
Jagtial,18.7952,78.9128,2022,10,54.56,83.22,23.83,30.2,14.23,31,0.2729528402992916,2.0530772511870787,Normal
Jagtial,18.7952,78.9128,2022,11,0.0,74.0,20.73,29.57,11.45,30,0.42000612001334525,1.9962476699087321,Normal
Jagtial,18.7952,78.9128,2022,12,1.86,63.55,22.6,32.94,11.62,31,-0.049919738262374246,2.0409315996762367,Normal
Jagtial,18.7952,78.9128,2023,1,0.31,48.08,22.61,33.07,9.14,31,-1.1309656886090047,0.07989640511271262,Moderate Drought
Jagtial,18.7952,78.9128,2023,2,0.0,22.03,25.61,38.19,12.22,28,-0.9007159576597273,0.24810971757274194,Watch
Jagtial,18.7952,78.9128,2023,3,20.77,34.62,28.82,40.4,19.12,31,-0.1828254106276668,-0.32187498543951165,Normal
Jagtial,18.7952,78.9128,2023,4,80.4,35.38,32.23,42.52,21.59,30,1.5519354941066223,1.0481445679633707,Normal
Jagtial,18.7952,78.9128,2023,5,44.64,44.36,32.85,43.33,22.57,31,1.8108368026288821,1.4918225201548028,Normal
Jagtial,18.7952,78.9128,2023,6,55.5,44.91,33.03,42.87,22.01,30,0.20022035901342,-0.050002500361687297,Normal
Jagtial,18.7952,78.9128,2023,7,622.48,82.53,26.91,35.59,22.5,31,1.66548322498662,2.001835542200177,Normal
Jagtial,18.7952,78.9128,2023,8,90.21,85.33,26.0,30.77,21.6,31,0.8586757985654001,1.3778540367251093,Normal
Jagtial,18.7952,78.9128,2023,9,227.4,86.93,26.15,31.42,21.94,30,1.4015434649107363,1.350473542404804,Normal
Jagtial,18.7952,78.9128,2023,10,2.79,76.89,24.13,30.82,14.2,31,-1.0843669501984854,0.8034652635748668,Moderate Drought
Jagtial,18.7952,78.9128,2023,11,29.4,74.81,22.89,31.47,14.1,30,0.4371311934840574,0.7917078946287933,Normal
Jagtial,18.7952,78.9128,2023,12,4.34,63.73,20.75,31.98,10.81,31,-0.5931611224028484,1.1845667120125365,Watch
Jagtial,18.7952,78.9128,2024,1,0.0,51.63,23.16,33.23,11.28,31,0.6735171176932105,-0.9420246422814852,Normal
Jagtial,18.7952,78.9128,2024,2,0.58,36.54,26.84,36.52,15.98,29,-0.5605501816235178,0.29110900892456254,Watch
Jagtial,18.7952,78.9128,2024,3,17.67,31.58,30.62,41.97,19.2,31,-0.31232744391166156,-0.8514773902348489,Normal
Jagtial,18.7952,78.9128,2024,4,17.1,30.93,34.46,44.22,24.24,30,0.1876089059597155,0.3504159503825936,Normal
Jagtial,18.7952,78.9128,2024,5,54.87,40.52,34.09,45.18,23.49,31,0.9537207306379762,0.5881134611789731,Normal
Jagtial,18.7952,78.9128,2024,6,133.5,62.51,30.71,43.65,22.8,30,0.6451944054743559,0.32676469598283003,Normal
Jagtial,18.7952,78.9128,2024,7,372.62,83.63,26.7,33.84,21.99,31,0.8247978972732991,0.8087796679585392,Normal
Jagtial,18.7952,78.9128,2024,8,225.68,87.28,26.52,31.49,22.38,31,0.6439579574417411,0.8489312417098887,Normal
Jagtial,18.7952,78.9128,2024,9,177.3,88.05,25.84,30.94,21.13,30,0.6496490194967512,0.74316160537951,Normal
Jagtial,18.7952,78.9128,2024,10,38.75,85.25,25.67,31.75,18.98,31,0.10966326276388656,0.6278341872455853,Normal
Jagtial,18.7952,78.9128,2024,11,1.5,75.39,21.3,29.87,12.36,30,0.043027476746542635,0.4473538292307382,Normal
Jagtial,18.7952,78.9128,2024,12,4.96,67.25,21.89,32.28,8.58,31,-0.33579681982383053,0.49966368275648143,Normal
Jangoan,17.7262,79.1522,2000,1,0.0,41.61,23.98,36.29,12.06,31,-3.0114537584997843,-3.0114537584997843,Extreme Drought
Jangoan,17.7262,79.1522,2000,2,56.55,57.28,26.29,35.99,16.16,29,-1.382994127100638,-3.0114537584997843,Moderate Drought
Jangoan,17.7262,79.1522,2000,3,0.31,39.0,28.6,39.99,15.03,31,0.9809959466860352,-3.0114537584997843,Normal
Jangoan,17.7262,79.1522,2000,4,1.5,34.02,34.45,45.79,21.28,30,0.6734220232028759,-3.0114537584997843,Normal
Jangoan,17.7262,79.1522,2000,5,41.54,46.39,32.83,45.19,24.66,31,-0.6555031246625626,-3.0114537584997843,Watch
Jangoan,17.7262,79.1522,2000,6,208.2,72.6,27.78,36.22,22.66,30,1.3523517154861142,1.6387009465469038,Normal
Jangoan,17.7262,79.1522,2000,7,106.95,76.93,26.97,33.16,22.03,31,0.20016868321157405,0.3257180497745226,Normal
Jangoan,17.7262,79.1522,2000,8,358.67,81.48,26.4,33.22,21.54,31,1.15163110857327,0.9731873134914223,Normal
Jangoan,17.7262,79.1522,2000,9,63.9,82.87,26.14,31.8,21.57,30,0.0466860935113717,0.46816209081752974,Normal
Jangoan,17.7262,79.1522,2000,10,25.73,74.0,25.78,33.3,16.33,31,0.2690101615459964,0.24511714465041182,Normal
Jangoan,17.7262,79.1522,2000,11,5.4,65.13,23.94,33.03,15.72,30,-1.6639015260258505,0.1605975404649399,Severe Drought
Jangoan,17.7262,79.1522,2000,12,0.93,41.37,22.54,32.46,12.88,31,-1.5022791442750751,-0.32137545203399615,Severe Drought
Jangoan,17.7262,79.1522,2001,1,5.89,45.52,23.66,35.03,12.12,31,-0.5958157574675763,0.15683398384734704,Watch
Jangoan,17.7262,79.1522,2001,2,0.0,32.63,26.66,40.45,14.56,28,-0.4013648918869774,-1.7806912911248414,Normal
Jangoan,17.7262,79.1522,2001,3,28.83,44.33,29.99,41.66,18.78,31,0.4813086267711354,-0.9610032262909851,Normal
Jangoan,17.7262,79.1522,2001,4,45.0,47.93,31.54,43.64,21.87,30,0.9492652165916945,0.5096936126492291,Normal
Jangoan,17.7262,79.1522,2001,5,4.03,33.01,35.81,46.09,25.99,31,0.4158242421828514,0.0618657126364899,Normal
Jangoan,17.7262,79.1522,2001,6,147.3,65.54,28.71,40.63,21.52,30,0.5543090988458984,0.5852151913755924,Normal
Jangoan,17.7262,79.1522,2001,7,70.99,66.36,28.46,37.6,22.59,31,-1.1079180221583473,-0.7886497165462044,Moderate Drought
Jangoan,17.7262,79.1522,2001,8,208.01,81.32,26.19,32.02,21.98,31,-0.5335900727802728,-0.4512085013057053,Watch
Jangoan,17.7262,79.1522,2001,9,105.3,80.18,26.78,34.32,22.18,30,-0.9499016261959,-0.6502173750366597,Watch
Jangoan,17.7262,79.1522,2001,10,106.02,81.11,25.09,31.83,16.81,31,0.06986579146937621,-0.5488546641135725,Normal
Jangoan,17.7262,79.1522,2001,11,8.4,71.92,24.12,32.15,14.74,30,-0.08765092887310937,-0.43773773451724757,Normal
Jangoan,17.7262,79.1522,2001,12,1.86,58.27,21.62,32.2,13.08,31,0.36473975608436043,-0.665319818647426,Normal
Jangoan,17.7262,79.1522,2002,1,22.94,57.79,22.96,36.52,11.85,31,0.3900459060332558,0.1030827437350852,Normal
Jangoan,17.7262,79.1522,2002,2,0.56,48.14,26.23,37.46,17.23,28,0.6299793600404381,-0.02060720426027188,Normal
Jangoan,17.7262,79.1522,2002,3,8.37,38.39,30.28,41.57,19.43,31,0.40287139247250364,0.3415164556366539,Normal
Jangoan,17.7262,79.1522,2002,4,2.4,36.77,33.98,44.02,23.36,30,-0.764002707438577,-0.5824116559569649,Watch
Jangoan,17.7262,79.1522,2002,5,48.36,38.57,35.17,46.4,25.06,31,-0.1128971154722183,0.05716324645001442,Normal
Jangoan,17.7262,79.1522,2002,6,145.2,64.35,29.99,39.49,23.83,30,0.5484633217153577,0.5364763969664624,Normal
Jangoan,17.7262,79.1522,2002,7,76.26,65.92,28.97,37.33,23.27,31,-0.5959878401391624,-0.9497038406482995,Watch
Jangoan,17.7262,79.1522,2002,8,241.18,79.43,26.51,32.68,21.25,31,-0.25102519055379696,-0.3196708511206069,Normal
Jangoan,17.7262,79.1522,2002,9,33.6,72.86,27.33,36.15,20.63,30,-1.2133991498110923,-0.8627355058830776,Moderate Drought
Jangoan,17.7262,79.1522,2002,10,100.13,72.12,26.07,37.26,18.2,31,-0.25418984070005934,-0.5326914891636868,Normal
Jangoan,17.7262,79.1522,2002,11,6.6,57.21,23.99,34.26,14.33,30,-0.9803056999569209,-0.6655466124157343,Watch
Jangoan,17.7262,79.1522,2002,12,3.72,53.41,23.27,33.97,13.86,31,0.27488293438464734,-0.9010053910754985,Normal
Jangoan,17.7262,79.1522,2003,1,0.62,51.12,23.96,36.08,13.28,31,-0.6882012158144548,-0.37242199934087006,Watch
Jangoan,17.7262,79.1522,2003,2,4.2,51.44,27.38,37.05,17.4,28,-0.2607915368229092,-1.0768895580639755,Normal
Jangoan,17.7262,79.1522,2003,3,9.3,42.05,29.97,40.86,17.8,31,-0.24563311434017088,0.0292926388468309,Normal
Jangoan,17.7262,79.1522,2003,4,16.8,39.25,33.21,44.35,22.62,30,0.011684771758806296,-0.6954849233851469,Normal
Jangoan,17.7262,79.1522,2003,5,1.24,26.68,35.8,45.68,24.67,31,-1.372545811242949,-1.5142319203264503,Moderate Drought
Jangoan,17.7262,79.1522,2003,6,79.8,51.45,32.01,46.2,24.0,30,-1.3755313877648956,-1.6596678825434257,Moderate Drought
Jangoan,17.7262,79.1522,2003,7,266.6,78.55,27.04,34.28,23.1,31,0.12376656119305,0.003986790812608035,Normal
Jangoan,17.7262,79.1522,2003,8,154.69,82.94,26.28,32.67,21.1,31,0.032139671120195994,-0.27070300162041167,Normal
Jangoan,17.7262,79.1522,2003,9,77.4,83.12,26.3,31.97,22.07,30,-0.14779724783780868,-0.5526419920452784,Normal
Jangoan,17.7262,79.1522,2003,10,149.42,81.36,25.34,32.13,15.4,31,-0.20446588326328322,-0.10861108890760815,Normal
Jangoan,17.7262,79.1522,2003,11,0.9,73.39,22.54,30.28,14.58,30,-0.010799420658641383,-0.02691636451774434,Normal
Jangoan,17.7262,79.1522,2003,12,20.46,65.68,21.08,30.79,12.28,31,1.08908128200963,0.22987184813038047,Normal
Jangoan,17.7262,79.1522,2004,1,34.1,65.62,21.69,32.52,12.49,31,1.035982285697311,-0.0034399821166345135,Normal
Jangoan,17.7262,79.1522,2004,2,8.99,51.75,24.06,37.16,10.51,29,1.7426661175254408,0.38674918241806344,Normal
Jangoan,17.7262,79.1522,2004,3,14.88,38.26,30.13,42.01,18.53,31,1.0024278138427711,1.210431743878925,Normal
Jangoan,17.7262,79.1522,2004,4,39.6,44.23,32.39,44.36,22.66,30,0.7692528573924868,1.141677860955817,Normal
Jangoan,17.7262,79.1522,2004,5,35.96,54.89,31.42,42.5,24.43,31,0.7249190363701661,1.4514139316116828,Normal
Jangoan,17.7262,79.1522,2004,6,42.6,56.68,30.54,40.28,23.99,30,-0.8942202072381342,-0.3177838138780162,Watch
Jangoan,17.7262,79.1522,2004,7,213.59,76.16,27.13,34.34,22.46,31,-0.3765081312852063,-0.1998041241298474,Normal
Jangoan,17.7262,79.1522,2004,8,71.61,74.9,27.28,34.51,22.37,31,-1.392697367748252,-1.1420328287395098,Moderate Drought
Jangoan,17.7262,79.1522,2004,9,105.3,79.89,26.69,33.65,21.71,30,-0.9025345181471053,-1.1161772901802742,Watch
Jangoan,17.7262,79.1522,2004,10,82.77,76.79,25.34,31.99,16.03,31,-1.2387712154595545,-1.0453924428539614,Moderate Drought
Jangoan,17.7262,79.1522,2004,11,2.7,63.82,23.65,32.93,13.93,30,-0.38268342887349355,-1.1465444544234145,Normal
Jangoan,17.7262,79.1522,2004,12,0.0,55.24,22.08,32.52,13.29,31,-0.15086796438866493,-0.8121649563032164,Normal
Jangoan,17.7262,79.1522,2005,1,37.82,55.72,23.85,33.52,13.47,31,0.6271957236183046,-1.0733368603819504,Normal
Jangoan,17.7262,79.1522,2005,2,2.24,47.47,26.28,39.18,12.74,28,1.1328620314294682,-0.1565762312389264,Normal
Jangoan,17.7262,79.1522,2005,3,10.23,41.17,29.73,41.59,18.7,31,0.8483480053024893,0.18196954700599802,Normal
Jangoan,17.7262,79.1522,2005,4,17.7,43.25,32.68,42.02,24.15,30,0.007790169122021315,0.1587958582896771,Normal
Jangoan,17.7262,79.1522,2005,5,27.28,38.36,34.61,46.07,24.62,31,-0.23742821733714742,0.3135412192856758,Normal
Jangoan,17.7262,79.1522,2005,6,110.4,56.67,31.43,43.45,23.04,30,-0.14300021741895189,0.18803294587155928,Normal
Jangoan,17.7262,79.1522,2005,7,327.36,79.7,26.91,35.03,22.46,31,1.0289268260976145,0.9607275429430538,Normal
Jangoan,17.7262,79.1522,2005,8,123.07,84.21,26.14,31.57,22.6,31,0.4446419893351742,0.33810495834714477,Normal
Jangoan,17.7262,79.1522,2005,9,233.7,86.96,25.91,31.38,22.06,30,0.9228039731923076,0.7594571105146857,Normal
Jangoan,17.7262,79.1522,2005,10,216.69,86.14,24.83,31.37,18.83,31,1.0432723114700484,1.2120496655252908,Normal
Jangoan,17.7262,79.1522,2005,11,4.8,77.83,19.94,27.12,12.73,30,1.6784816169959167,1.1948175248223076,Normal
Jangoan,17.7262,79.1522,2005,12,3.41,71.87,19.54,27.84,10.43,31,1.6726120497158559,1.271057869976144,Normal
Jangoan,17.7262,79.1522,2006,1,0.0,59.73,21.05,32.14,9.43,31,-0.9155980433004564,0.9053710677201544,Watch
Jangoan,17.7262,79.1522,2006,2,0.0,45.94,25.15,37.25,14.52,28,-0.7565398382251259,1.5806324120035538,Watch
Jangoan,17.7262,79.1522,2006,3,38.75,50.35,28.59,40.7,17.01,31,0.5852395307300338,1.5249157159871596,Normal
Jangoan,17.7262,79.1522,2006,4,51.6,44.41,32.23,43.77,22.12,30,1.205672347991154,0.7660575573507652,Normal
Jangoan,17.7262,79.1522,2006,5,75.64,53.89,32.04,43.85,24.53,31,2.161987453255737,1.7015687047280303,Normal
Jangoan,17.7262,79.1522,2006,6,92.7,65.78,29.35,39.07,24.15,30,0.9132894367603821,0.9862971644101377,Normal
Jangoan,17.7262,79.1522,2006,7,171.43,68.91,28.38,36.93,22.12,31,0.05624100473625351,0.45091213583019774,Normal
Jangoan,17.7262,79.1522,2006,8,220.72,82.54,26.08,32.54,21.35,31,-0.08561932755266444,0.5639166671033558,Normal
Jangoan,17.7262,79.1522,2006,9,229.2,84.28,26.07,32.21,21.41,30,0.584638631074396,0.7680700391933584,Normal
Jangoan,17.7262,79.1522,2006,10,78.74,79.59,25.22,31.99,18.44,31,0.7802057597876947,0.5243475264561986,Normal
Jangoan,17.7262,79.1522,2006,11,53.1,81.71,22.77,29.19,15.24,30,1.0670754606573252,0.5038741196514571,Normal
Jangoan,17.7262,79.1522,2006,12,0.31,73.71,21.21,29.31,12.16,31,0.5951593795379536,0.6194346216384723,Normal
Jangoan,17.7262,79.1522,2007,1,0.0,62.91,22.08,33.02,12.95,31,0.9844606280192647,0.9076640025540835,Normal
Jangoan,17.7262,79.1522,2007,2,1.4,51.92,25.28,36.58,15.69,28,-1.0060084815178378,0.9402210674323566,Moderate Drought
Jangoan,17.7262,79.1522,2007,3,0.0,41.02,29.91,41.07,18.38,31,-1.4956691088810923,0.15250275464362817,Moderate Drought
Jangoan,17.7262,79.1522,2007,4,17.4,41.15,32.72,43.28,22.64,30,-0.3913937082051683,0.1956545473427727,Normal
Jangoan,17.7262,79.1522,2007,5,19.84,34.03,35.52,45.66,26.0,31,-0.9026565734515443,-1.380443651296166,Watch
Jangoan,17.7262,79.1522,2007,6,169.2,66.96,29.61,40.28,23.23,30,0.7113127734247182,0.22322249608946432,Normal
Jangoan,17.7262,79.1522,2007,7,105.71,75.31,27.69,35.1,23.22,31,-0.3517011807733234,-0.6086518293197273,Normal
Jangoan,17.7262,79.1522,2007,8,200.26,80.59,26.65,33.58,21.8,31,-0.15707124818931295,-0.3892063313196297,Normal
Jangoan,17.7262,79.1522,2007,9,244.2,86.78,25.99,31.58,20.46,30,0.17275551823307062,0.3442185515325342,Normal
Jangoan,17.7262,79.1522,2007,10,42.16,80.0,23.27,30.39,16.69,31,0.5197150047039634,0.13742626097598712,Normal
Jangoan,17.7262,79.1522,2007,11,3.6,70.82,21.74,29.93,10.95,30,0.53310120950277,0.1434545740395475,Normal
Jangoan,17.7262,79.1522,2007,12,0.31,66.16,22.15,32.96,13.16,31,-1.046721140701212,-0.13709060306636836,Moderate Drought
Jangoan,17.7262,79.1522,2008,1,0.62,51.46,22.42,33.0,11.95,31,-1.3382385988433843,0.3573272438394261,Moderate Drought
Jangoan,17.7262,79.1522,2008,2,44.08,56.78,25.04,35.69,12.64,29,1.2762529614482028,0.7344224400253785,Normal
Jangoan,17.7262,79.1522,2008,3,147.56,51.23,27.85,39.54,17.11,31,2.703059227372436,1.2996279398632056,Normal
Jangoan,17.7262,79.1522,2008,4,8.1,50.06,30.6,42.42,20.79,30,2.430808887225646,2.379845033719145,Normal
Jangoan,17.7262,79.1522,2008,5,13.64,29.2,34.84,44.1,25.18,31,2.2143635627600773,2.3575539385087723,Normal
Jangoan,17.7262,79.1522,2008,6,79.5,59.01,29.76,41.1,23.2,30,-1.2904503699985581,1.4534497885201547,Moderate Drought
Jangoan,17.7262,79.1522,2008,7,128.34,67.21,28.59,36.97,22.86,31,-1.1176213402975286,0.3773334191483634,Moderate Drought
Jangoan,17.7262,79.1522,2008,8,367.97,83.82,26.12,32.99,22.13,31,0.5434641530807985,1.138151018532496,Normal
Jangoan,17.7262,79.1522,2008,9,181.5,84.3,25.79,31.15,19.78,30,0.8897066353993598,0.4594701339571374,Normal
Jangoan,17.7262,79.1522,2008,10,44.02,79.08,24.68,30.93,14.75,31,1.1565645762853514,0.2899879626833649,Normal
Jangoan,17.7262,79.1522,2008,11,48.3,75.75,22.69,30.17,13.0,30,0.40015070992320173,0.5200021637717219,Normal
Jangoan,17.7262,79.1522,2008,12,0.0,67.03,22.46,31.19,13.9,31,-0.02658056374558059,0.6930862333177824,Normal
Jangoan,17.7262,79.1522,2009,1,0.0,59.69,23.05,35.57,14.51,31,0.8502899657789565,1.2390947052854884,Normal
Jangoan,17.7262,79.1522,2009,2,0.0,40.66,27.36,40.64,17.6,28,-1.382994127100638,0.23828794315072868,Moderate Drought
Jangoan,17.7262,79.1522,2009,3,3.72,33.25,30.29,41.65,19.44,31,-1.0416806411934718,-0.40727661643642216,Moderate Drought
Jangoan,17.7262,79.1522,2009,4,14.4,35.31,33.46,43.95,23.14,30,-0.4202519592875506,0.05232875337591119,Normal
Jangoan,17.7262,79.1522,2009,5,37.2,40.66,34.39,45.58,26.33,31,-0.23385323438385225,-0.7712757531179205,Normal
Jangoan,17.7262,79.1522,2009,6,87.0,59.7,30.53,42.77,23.74,30,-0.46455720179326,-0.9728094640488536,Normal
Jangoan,17.7262,79.1522,2009,7,88.66,66.09,28.66,37.23,22.63,31,-1.2187014044441689,-1.5356499940790669,Moderate Drought
Jangoan,17.7262,79.1522,2009,8,272.49,74.19,27.78,37.35,22.07,31,-0.3618339938111438,-0.45642504679652085,Normal
Jangoan,17.7262,79.1522,2009,9,112.2,82.48,26.83,32.91,22.49,30,-0.3137817729627713,-0.4596786150109588,Normal
Jangoan,17.7262,79.1522,2009,10,44.02,73.38,25.37,32.13,16.5,31,0.13532157734104902,-0.5492751861089122,Normal
Jangoan,17.7262,79.1522,2009,11,60.0,74.26,23.8,32.97,12.09,30,-0.12186610861836297,-0.34375310390368874,Normal
Jangoan,17.7262,79.1522,2009,12,3.41,65.87,22.31,31.19,11.54,31,0.22709276003285703,-0.2183748182917998,Normal
Jangoan,17.7262,79.1522,2010,1,5.89,54.21,22.76,33.03,11.72,31,1.3558334385966304,0.4010863018128423,Normal
Jangoan,17.7262,79.1522,2010,2,4.2,47.26,26.98,38.53,15.24,28,0.06837888246322775,-0.16740225813209383,Normal
Jangoan,17.7262,79.1522,2010,3,0.0,35.83,31.57,42.51,18.77,31,-0.471698422572363,-0.0716896235504793,Normal
Jangoan,17.7262,79.1522,2010,4,6.0,36.15,34.59,44.55,22.8,30,-0.8353786820791976,0.365596780898631,Watch
Jangoan,17.7262,79.1522,2010,5,41.54,40.42,34.95,45.73,25.47,31,-0.49971822051100384,-0.5885633846640324,Normal
Jangoan,17.7262,79.1522,2010,6,87.9,58.31,31.26,43.14,24.66,30,-0.5280221168465675,-0.9063285095796009,Watch
Jangoan,17.7262,79.1522,2010,7,324.57,80.96,26.84,34.86,22.47,31,0.9507759448590881,0.7237933402948893,Normal
Jangoan,17.7262,79.1522,2010,8,217.0,83.86,26.52,32.46,20.64,31,0.8841548289661062,0.7285279227579452,Normal
Jangoan,17.7262,79.1522,2010,9,189.9,86.44,25.76,31.46,21.4,30,1.1645951503699021,0.890733742354676,Normal
Jangoan,17.7262,79.1522,2010,10,87.73,85.22,24.97,31.2,16.87,31,0.5704569145655816,0.8587458766761215,Normal
Jangoan,17.7262,79.1522,2010,11,39.0,86.17,23.92,29.63,18.6,30,0.7425196770267461,0.9207900613432367,Normal
Jangoan,17.7262,79.1522,2010,12,19.53,77.14,19.91,28.55,9.57,31,0.7852412801650115,1.1461274364982716,Normal
Jangoan,17.7262,79.1522,2011,1,0.0,64.67,20.34,31.72,9.3,31,1.1109285563744464,0.7392127964721432,Normal
Jangoan,17.7262,79.1522,2011,2,8.96,59.67,24.55,33.97,14.57,28,0.7495468712091029,0.8108605236016746,Normal
Jangoan,17.7262,79.1522,2011,3,1.24,40.55,29.3,41.38,18.82,31,-0.4647166107159584,0.44362480253753844,Normal
Jangoan,17.7262,79.1522,2011,4,4.8,44.01,31.79,42.4,21.53,30,-0.5637594896970863,0.22724563338568504,Watch
Jangoan,17.7262,79.1522,2011,5,16.43,34.35,35.04,44.3,26.62,31,-1.6502793123317823,-0.9195612391515845,Severe Drought
Jangoan,17.7262,79.1522,2011,6,59.7,54.75,30.89,39.53,24.21,30,-1.8326321393172207,-2.2107030697423635,Severe Drought
Jangoan,17.7262,79.1522,2011,7,167.09,72.49,27.9,35.81,22.83,31,-0.8742398664364249,-1.2077027229178858,Watch
Jangoan,17.7262,79.1522,2011,8,172.67,78.35,27.0,35.95,21.67,31,-0.7529340520184655,-1.1104676289466737,Watch
Jangoan,17.7262,79.1522,2011,9,39.6,78.52,26.78,34.52,20.98,30,-0.9880190762874251,-1.4553594358965332,Watch
Jangoan,17.7262,79.1522,2011,10,33.79,68.73,26.87,35.19,18.9,31,-1.373981349029529,-1.4249479398851725,Moderate Drought
Jangoan,17.7262,79.1522,2011,11,2.4,57.76,24.82,34.53,14.84,30,-2.0275183041051683,-1.4146053518503845,Extreme Drought
Jangoan,17.7262,79.1522,2011,12,1.86,47.14,23.68,34.07,13.18,31,-1.2926770002051635,-1.1838315799070607,Moderate Drought
Jangoan,17.7262,79.1522,2012,1,6.51,52.07,23.82,35.3,9.77,31,-0.7010552241147712,-1.4822208040384357,Watch
Jangoan,17.7262,79.1522,2012,2,0.0,37.65,26.4,39.55,14.53,29,-0.27390051156272716,-2.1069431875975795,Normal
Jangoan,17.7262,79.1522,2012,3,0.93,28.42,29.62,41.32,16.94,31,-0.6602006456039352,-1.4857485761932856,Watch
Jangoan,17.7262,79.1522,2012,4,13.2,39.41,33.34,42.78,22.72,30,-0.6076347706968694,-1.378879140392086,Watch
Jangoan,17.7262,79.1522,2012,5,11.47,32.98,35.69,45.64,26.77,31,-1.4673171793965025,-1.6016736011871031,Moderate Drought
Jangoan,17.7262,79.1522,2012,6,84.6,52.93,31.22,43.99,23.82,30,-1.0971162371697456,-1.5442983672452093,Moderate Drought
Jangoan,17.7262,79.1522,2012,7,190.34,73.79,27.49,37.21,22.14,31,-0.43180803760010894,-0.7425713868591418,Normal
Jangoan,17.7262,79.1522,2012,8,138.26,78.56,26.71,33.5,22.01,31,-0.6394383418013873,-0.9685140854086425,Watch
Jangoan,17.7262,79.1522,2012,9,128.4,81.95,26.38,32.07,22.33,30,-0.42408161528074756,-0.7399111713889794,Normal
Jangoan,17.7262,79.1522,2012,10,72.85,76.31,24.8,32.04,16.72,31,-0.5315086957999731,-0.6322326579195714,Watch
Jangoan,17.7262,79.1522,2012,11,39.6,71.99,23.48,32.4,11.91,30,0.1114991743614577,-0.3963910718942156,Normal
Jangoan,17.7262,79.1522,2012,12,0.0,62.21,22.98,33.72,12.64,31,0.30605565438551086,-0.2788733577386992,Normal
Jangoan,17.7262,79.1522,2013,1,0.93,53.02,24.19,34.63,13.82,31,0.6274996116459542,-0.41640275798510484,Normal
Jangoan,17.7262,79.1522,2013,2,28.56,52.45,25.42,36.1,13.36,28,0.7860475284740431,0.2079348111797254,Normal
Jangoan,17.7262,79.1522,2013,3,0.0,39.61,29.42,40.82,16.18,31,0.3336884867457502,0.26270765966950377,Normal
Jangoan,17.7262,79.1522,2013,4,37.2,43.59,32.27,42.95,22.86,30,0.8105816074429538,0.9140142053367502,Normal
Jangoan,17.7262,79.1522,2013,5,9.92,37.09,35.35,47.0,26.25,31,-0.5148955447078545,-0.14446393583055997,Watch
Jangoan,17.7262,79.1522,2013,6,165.0,70.73,28.26,35.87,22.98,30,0.7973152587052241,0.7419840400487099,Normal
Jangoan,17.7262,79.1522,2013,7,194.68,77.47,26.73,33.92,22.32,31,0.3069580652339302,0.4937627432607373,Normal
Jangoan,17.7262,79.1522,2013,8,188.79,82.65,26.04,32.5,21.93,31,0.36178100714212386,0.20143938603122535,Normal
Jangoan,17.7262,79.1522,2013,9,146.7,84.33,25.99,31.12,20.36,30,0.05070390764500927,0.2694821272729651,Normal
Jangoan,17.7262,79.1522,2013,10,259.47,85.25,24.88,31.02,16.58,31,1.1647807314843448,0.922885976555224,Normal
Jangoan,17.7262,79.1522,2013,11,15.9,81.53,22.1,28.97,13.3,30,1.4735049149179738,1.0180317767996272,Normal
Jangoan,17.7262,79.1522,2013,12,0.0,74.11,19.6,28.8,10.98,31,2.1417223685712696,0.8465028093999406,Normal
Jangoan,17.7262,79.1522,2014,1,0.0,70.49,21.72,29.87,13.7,31,-0.3642224494423411,1.070070503177783,Normal
Jangoan,17.7262,79.1522,2014,2,3.08,54.72,24.11,34.16,13.56,28,-0.7994760675969294,1.3678586401305142,Watch
Jangoan,17.7262,79.1522,2014,3,44.02,50.18,27.92,41.76,16.88,31,0.779913637274135,2.000304814759829,Normal
Jangoan,17.7262,79.1522,2014,4,6.0,33.6,33.2,42.78,22.5,30,0.5688903577887912,0.11718736467377681,Normal
